Date,AGG Adj Close,BND Adj Close,VCIT Adj Close,BNDX Adj Close,LQD Adj Close,VCSH Adj Close,BSV Adj Close,TIP Adj Close,MBB Adj Close,IGSB Adj Close,MUB Adj Close,HYG Adj Close,SHY Adj Close,EMB Adj Close,SCHP Adj Close,JPST Adj Close,VMBS Adj Close,MINT Adj Close,VTIP Adj Close,BIV Adj Close,IUSB Adj Close,IEF Adj Close,VTEB Adj Close,VGSH Adj Close,TLT Adj Close,BIL Adj Close,IGIB Adj Close,IEI Adj Close,JNK Adj Close,SCHO Adj Close,SCHZ Adj Close,USHY Adj Close,SPSB Adj Close,VGIT Adj Close,LMBS Adj Close,SPIB Adj Close,HYLB Adj Close,FLOT Adj Close,USIG Adj Close,SPAB Adj Close,ICSH Adj Close,SRLN Adj Close,STIP Adj Close,ISTB Adj Close,FIXD Adj Close,SUB Adj Close,SJNK Adj Close,SHM Adj Close,NEAR Adj Close,ANGL Adj Close,FTSM Adj Close,BOND Adj Close,IAGG Adj Close,SPMB Adj Close,TFI Adj Close,SPTL Adj Close,SPTS Adj Close,SCHR Adj Close,TOTL Adj Close,GSY Adj Close,SPTI Adj Close,VNLA Adj Close,VWOB Adj Close,SPIP Adj Close,IGLB Adj Close,FLRN Adj Close,PZA Adj Close,GVI Adj Close,BAB Adj Close,FMB Adj Close,FBND Adj Close,CMF Adj Close,ITM Adj Close,JPHY Adj Close,PULS Adj Close,PSK Adj Close,EBND Adj Close,IGOV Adj Close,QLTA Adj Close,USFR Adj Close,LDUR Adj Close,AGGY Adj Close,BWX Adj Close,GLD Adj Close,IAU Adj Close,SLV Adj Close,PDBC Adj Close,GLDM Adj Close,SGOL Adj Close,PPLT Adj Close,BAR Adj Close,SIVR Adj Close
7/2/2018,98.39105225,73.17208099,75.86276245,50.8120575,104.1755905,72.38376617,73.67089844,105.8615189,96.77317047,47.84709549,101.5952911,72.9892807,79.83118439,92.42694855,51.62461853,47.46049118,47.90591049,96.12729645,45.96246338,74.02568054,45.30200958,97.45465851,47.73125839,56.74859619,114.312851,88.46111298,48.1881485,114.3431091,90.32585144,47.34176254,46.71772003,40.49996948,28.16503906,58.73792648,47.50221252,30.68608093,33.1427002,48.05956268,48.6508522,25.66650581,47.47970581,40.16496277,93.24224091,45.55389786,44.79460526,100.8065109,23.12135124,45.96601868,47.19363785,24.47582436,57.06309128,93.85413361,48.91843414,23.08852577,45.03277969,32.73599243,28.27971458,49.29790115,43.20961761,47.24881744,28.06824684,46.38273239,65.7075119,25.5839138,51.54700089,29.02690887,23.12485313,101.1072998,26.61935997,48.96811295,44.42129135,55.14812851,43.98340225,42.99528885,46.75945663,36.61474228,23.47441673,48.73659134,46.40451431,24.23474312,91.90325165,44.29438019,26.78758812,117.4599991,23.79999924,14.90999985,17.67956543,12.40999985,11.98099995,77.66000366,12.4090004,15.43000031
7/3/2018,98.59527588,73.32033539,76.07238007,50.82133865,104.5585785,72.39305878,73.73696136,106.0874176,96.95962524,47.87483215,101.8101196,72.99787903,79.85993958,92.72255707,51.69995117,47.46049118,47.99003601,96.17465973,45.99069977,74.26429749,45.38493729,97.70245361,47.84381104,56.77706146,114.9251633,88.48045349,48.2699852,114.5055161,90.3769989,47.34176254,46.74546432,40.52941895,28.18374634,58.8319397,47.54863358,30.74158669,33.1372757,48.07845688,48.74646759,25.70342445,47.48918533,40.17356491,93.30797577,45.59111786,44.78549576,100.7873154,23.12986755,45.95643234,47.24078751,24.51006126,57.0725975,93.80853271,48.85341644,23.09764862,45.06095505,32.89532089,28.29889488,49.35459137,43.25514221,47.2497673,28.10660934,46.39758682,65.82115173,25.64865685,51.87753677,29.01745224,23.17084503,101.3143616,26.63738823,49.03322983,44.44858551,55.22361374,44.11447525,42.99528885,46.77350235,36.74126053,23.6063385,48.96530914,46.63523102,24.24440575,92.16223145,44.37664032,26.89400291,118.6500015,24.02000046,15.02999973,17.5819397,12.53999996,12.11299992,79.94999695,12.51060009,15.56000042
7/5/2018,98.68814087,73.42228699,76.30935669,50.88632965,104.8868637,72.4487915,73.69919586,106.2097244,96.95029449,47.89793396,101.7447281,73.27336884,79.85033417,93.31370544,51.74702835,47.46049118,48.00874329,96.16520691,46.02834702,74.31016541,45.44942856,97.71195984,47.76876831,56.77706146,115.2548676,88.48045349,48.30635071,114.4768372,90.73518372,47.33222961,46.80096054,40.60515976,28.18374634,58.85074234,47.53934479,30.72309113,33.2796402,48.07845688,48.88305283,25.74034119,47.51764679,40.25081635,93.35493469,45.59111786,44.79460526,100.8257141,23.18092346,45.97561264,47.2219162,24.51862526,57.0725975,93.89977264,48.90913391,23.13412476,45.06095505,32.95155716,28.28930473,49.36404037,43.25514221,47.2497673,28.11619949,46.40593338,66.0134964,25.68102837,52.1187439,29.02690887,23.18003845,101.3332138,26.70944786,49.09180832,44.50318146,55.18588257,44.0957489,43.03006744,46.77817917,36.84249115,23.72067642,49.10452652,46.6167717,24.22508049,91.93099213,44.45895004,26.96171951,119.0500031,24.10000038,15.10000038,17.72837448,12.57999992,12.14900017,80.05000305,12.54199982,15.60999966
7/6/2018,98.79024506,73.5056839,76.30024719,50.88632965,105.0327835,72.48589325,73.7463913,106.3603668,97.06217194,47.902565,101.8101196,73.46278381,79.86954498,94.11346436,51.82234955,47.47470856,48.05548477,96.19363403,46.05657578,74.39276886,45.55076981,97.79775238,47.88132477,56.78653336,115.6316528,88.49978638,48.34727478,114.5723953,90.96537018,47.34176254,46.84722137,40.6640625,28.18374634,58.88834381,47.54863358,30.76008987,33.36099625,48.10683441,48.94678879,25.74956322,47.52713776,40.31090164,93.41130066,45.63765717,44.91291809,100.8353348,23.2234745,45.98519516,47.24078751,24.58711624,57.06309128,94.00923157,48.9277153,23.13412476,45.10788727,33.08274841,28.29889488,49.38293076,43.30067825,47.25918198,28.12579536,46.41056442,66.52937317,25.70877457,52.32421494,29.02690887,23.21683502,101.3990936,26.71845818,49.11693573,44.57596207,55.26136017,44.1332016,43.16911697,46.79222107,36.94369125,23.87019539,49.25368881,46.7183075,24.23474312,91.94023895,44.53207779,27.04879379,118.8600006,24.05999947,15.07999992,17.78694725,12.55700016,12.14999962,80.20999908,12.53100014,15.60000038
7/9/2018,98.69741058,73.44080353,76.2455368,50.9234848,105.1057205,72.45804596,73.73696136,106.1438751,96.95962524,47.89793396,101.7447281,73.5746994,79.82157898,94.37425232,51.71878052,47.4794426,47.99940491,96.20314026,46.04716492,74.26429749,45.50471115,97.54995728,47.81567383,56.7675705,114.8874588,88.49978638,48.31999969,114.4195404,91.11885071,47.33222961,46.82870865,40.76085281,28.19310188,58.80373001,47.55791855,30.76934433,33.41522217,48.10683441,48.92402649,25.74034119,47.47970581,40.3452301,93.40187073,45.62835312,44.89016342,100.8929367,23.26602173,45.98519516,47.25021744,24.59566879,57.0868721,93.99100494,48.992733,23.08852577,45.10788727,32.88595581,28.29889488,49.33569336,43.24603653,47.26858902,28.09702301,46.41521835,66.66053772,25.65790558,52.3152771,29.03636932,23.19843674,101.3049927,26.71845818,49.09832001,44.53049469,55.20474625,44.17065048,43.09088898,46.8062439,36.86779404,23.94935608,49.18408203,46.66294098,24.23474312,91.94023895,44.48635864,27.06813431,119.1500015,24.12000084,15.17000008,17.9040966,12.59000015,12.15600014,80.88999939,12.56599998,15.68999958
7/10/2018,98.62315369,73.39448547,76.19087219,50.89562607,104.9871826,72.4487915,73.6897583,105.9838791,96.83843994,47.89793396,101.7914429,73.58328247,79.81197357,94.53942108,51.67169571,47.48417282,47.95265579,96.19363403,46.00951385,74.21840668,45.50471115,97.47368622,47.83443832,56.73910141,114.8780365,88.50946045,48.29270172,114.3335876,91.11885071,47.32270432,46.80096054,40.81554413,28.19310188,58.75673676,47.5207901,30.75084686,33.39489365,48.12571335,48.91493988,25.72188568,47.49866867,40.36240387,93.34555054,45.61905289,44.88560867,100.9217453,23.25751114,45.98519516,47.25963974,24.63847351,57.08210754,93.86327362,48.95557404,23.07941246,45.14546204,32.89532089,28.27971458,49.30734253,43.30067825,47.26858902,28.06345177,46.41984177,66.62556458,25.63015938,52.42248154,29.05528069,23.25362587,101.2578964,26.65540123,49.12622833,44.4940834,55.2707901,44.15193176,43.21258545,46.8062439,36.88463974,24.08128357,49.04486084,46.6814003,24.23474312,91.97723389,44.50007629,27.04879379,118.9300003,24.07999992,15.11999989,17.8943367,12.56000042,12.13099957,80.48000336,12.5369997,15.64000034
7/11/2018,98.66027832,73.4315567,76.28199768,50.93276215,105.1968994,72.46734619,73.70864105,106.096817,96.93165588,47.902565,101.9409103,73.47138977,79.84073639,94.14825439,51.71878052,47.49838638,48.02743149,96.21260834,46.00011063,74.34688568,45.53236389,97.6738739,47.91884995,56.73910141,115.3208008,88.50946045,48.34273529,114.4673004,91.04211426,47.33222961,46.83795929,40.74821472,28.19310188,58.84133911,47.53005219,30.78783798,33.37454605,48.13517761,48.98776627,25.74034119,47.51764679,40.38816071,93.30797577,45.61905289,44.91291809,100.9505692,23.24899864,46.02353668,47.25963974,24.63847351,57.11064911,94.11868286,48.95557404,23.12500763,45.19239044,33.01715851,28.28930473,49.34513855,43.34621048,47.28742218,28.11140442,46.41801071,66.51191711,25.64403534,52.50288773,29.05528069,23.26282692,101.3426285,26.73647308,49.1931839,44.56687546,55.30853271,44.18937302,43.01267624,46.8062439,36.84249115,23.81742287,48.8658638,46.80136108,24.23474312,91.94947815,44.56865311,26.89400291,117.6399994,23.79999924,14.85999966,17.28907013,12.43000031,12,78.87999725,12.41899967,15.38000011
7/12/2018,98.78096771,73.48713684,76.40049744,50.96992111,105.4249191,72.48589325,73.7463913,106.0121231,96.9969101,47.90718842,101.9595718,73.70384979,79.83118439,94.33080292,51.65285873,47.49838638,48.03676987,96.21260834,45.96246338,74.35605621,45.58761978,97.6357193,47.9094696,56.75807953,115.3113861,88.50946045,48.39273834,114.438652,91.29792786,47.31315613,46.85645294,40.87360764,28.19310188,58.81313324,47.53005219,30.80633926,33.46946335,48.1446228,49.07427216,25.74956322,47.52713776,40.40533066,93.24224091,45.63765717,44.89472198,100.9985809,23.29154778,46.02353668,47.25963974,24.72408485,57.10113525,94.02746582,48.992733,23.11588669,45.16422653,32.9796524,28.28930473,49.32624054,43.30067825,47.27800751,28.09222221,46.40593338,66.61682892,25.63015938,52.64582443,29.05528069,23.24443245,101.3802643,26.72746086,49.18388748,44.57596207,55.3368454,44.17065048,43.23865509,46.81560516,36.7665596,23.87899017,48.81614685,46.8106041,24.23474312,92.04199219,44.61435318,26.89400291,118.1299973,23.89999962,15,17.34764481,12.47000027,12.04800034,80.04000092,12.4460001,15.52000046
7/13/2018,98.87376404,73.55201721,76.47341156,50.98847961,105.5069656,72.52306366,73.77472687,106.2191849,97.11811829,47.9256897,102.0529633,73.70384979,79.85033417,94.81762695,51.74702835,47.4889183,48.08351135,96.21260834,46.00951385,74.49373627,45.64291382,97.79775238,47.94698334,56.77706146,115.6034012,88.51914215,48.46094513,114.5819244,91.29792786,47.32270432,46.90270233,40.89043427,28.20244789,58.91654205,47.53005219,30.85260391,33.44911957,48.1446228,49.1425705,25.79571342,47.51764679,40.41392136,93.34555054,45.65626144,44.95933151,101.0081787,23.30006409,46.03311539,47.24078751,24.67272186,57.09162903,94.10957336,49.05774689,23.13412476,45.23934555,33.06400681,28.27971458,49.40183258,43.35530853,47.28742218,28.13059044,46.42448425,66.8966217,25.68102837,52.87810516,29.06473541,23.26282692,101.3708572,26.75449181,49.27690506,44.60326767,55.35570908,44.24554825,43.18649673,46.8249588,36.64847183,23.8613987,48.94541931,46.87520599,24.24440575,91.94947815,44.68749237,26.91334915,117.6100006,23.79999924,14.88000011,17.38669395,12.40999985,11.99400043,78.94000244,12.39700031,15.38000011
7/16/2018,98.76237488,73.45007324,76.37315369,50.96992111,105.3337097,72.49517059,73.7463913,105.9367905,97.03419495,47.89793396,101.987587,73.65220642,79.83118439,94.57422638,51.64344025,47.50785828,48.06481934,96.22211456,45.94364166,74.32854462,45.60606003,97.6357193,47.85317993,56.75807953,115.1229935,88.52880859,48.39728546,114.438652,91.22117615,47.33222961,46.85645294,40.86604691,28.20244789,58.8319397,47.53005219,30.80633926,33.44234467,48.13517761,49.05604935,25.76803017,47.53661728,40.42251205,93.19532013,45.63765717,44.89472198,101.0657959,23.30006409,46.09063721,47.25963974,24.62135506,57.12015152,94.15518951,49.02989197,23.14323616,45.21118164,32.94216919,28.28930473,49.34513855,43.3279953,47.29683685,28.11619949,46.42448425,66.73923492,25.62090683,52.59221649,29.07419586,23.25362587,101.3708572,26.74548721,49.21459198,44.61235428,55.37457657,44.2642746,43.108284,46.8202858,36.54726791,23.91417503,48.94541931,46.78291321,24.24440575,92.02349854,44.61435318,26.94237328,117.5500031,23.81999969,14.85000038,17.01572609,12.42000008,12.04100037,78.31999969,12.38199997,15.38000011
