Date,AGG Adj Close,BND Adj Close,VCIT Adj Close,BNDX Adj Close,LQD Adj Close,VCSH Adj Close,BSV Adj Close,TIP Adj Close,MBB Adj Close,IGSB Adj Close,MUB Adj Close,HYG Adj Close,SHY Adj Close,EMB Adj Close,SCHP Adj Close,JPST Adj Close,VMBS Adj Close,MINT Adj Close,VTIP Adj Close,BIV Adj Close,IUSB Adj Close,IEF Adj Close,VTEB Adj Close,VGSH Adj Close,TLT Adj Close,BIL Adj Close,IGIB Adj Close,IEI Adj Close,JNK Adj Close,SCHO Adj Close,SCHZ Adj Close,USHY Adj Close,SPSB Adj Close,VGIT Adj Close,LMBS Adj Close,SPIB Adj Close,HYLB Adj Close,FLOT Adj Close,USIG Adj Close,SPAB Adj Close,ICSH Adj Close,SRLN Adj Close,STIP Adj Close,ISTB Adj Close,FIXD Adj Close,SUB Adj Close,SJNK Adj Close,SHM Adj Close,NEAR Adj Close,ANGL Adj Close,FTSM Adj Close,BOND Adj Close,IAGG Adj Close,SPMB Adj Close,TFI Adj Close,SPTL Adj Close,SPTS Adj Close,SCHR Adj Close,TOTL Adj Close,GSY Adj Close,SPTI Adj Close,VNLA Adj Close,VWOB Adj Close,SPIP Adj Close,IGLB Adj Close,FLRN Adj Close,PZA Adj Close,GVI Adj Close,BAB Adj Close,FMB Adj Close,FBND Adj Close,CMF Adj Close,ITM Adj Close,JPHY Adj Close,PULS Adj Close,PSK Adj Close,EBND Adj Close,IGOV Adj Close,QLTA Adj Close,USFR Adj Close,LDUR Adj Close,AGGY Adj Close,BWX Adj Close,GLD Adj Close,IAU Adj Close,SLV Adj Close,PDBC Adj Close,GLDM Adj Close,SGOL Adj Close,PPLT Adj Close,BAR Adj Close,SIVR Adj Close
7/17/2018,98.72524261,73.42228699,76.34580231,51.00706863,105.2607193,72.49517059,73.73696136,105.795639,97.01556396,47.89332199,102.0062866,73.67803192,79.82157898,94.56552124,51.56814194,47.51733017,48.04614258,96.25052643,45.90599823,74.32854462,45.56920242,97.57854462,47.89069366,56.74859619,114.9063416,88.52880859,48.37910843,114.400444,91.29792786,47.32270432,46.84722137,40.89128494,28.19310188,58.80373001,47.5114975,30.78783798,33.46946335,48.1446228,49.024189,25.74034119,47.53661728,40.42251205,93.13896942,45.61905289,44.96751404,101.1330261,23.29154778,46.10023499,47.25021744,24.64704323,57.11064911,94.05484009,48.97415924,23.09764862,45.23934555,32.89532089,28.28930473,49.33569336,43.30067825,47.29683685,28.08263397,46.43376923,66.80044556,25.56077957,52.44035721,29.06473541,23.27202606,101.2861557,26.71845818,49.26573944,44.58507156,55.32740784,44.2642746,43.21606064,46.82962418,36.47978592,23.9317646,48.7863121,46.80136108,24.25406456,91.99572754,44.60521317,26.89400291,116.2799988,23.54000092,14.67000008,17.04501152,12.28999996,11.88199997,77.69999695,12.25790024,15.17000008
7/18/2018,98.69741058,73.38523102,76.34580231,50.99776459,105.2425079,72.49517059,73.73696136,105.6262283,97.00624847,47.90718842,102.0623093,73.71247101,79.81197357,94.47859955,51.48339081,47.52679443,48.04614258,96.24104309,45.90599823,74.25511932,45.53236389,97.50231934,47.93759918,56.73910141,114.4447174,88.53849792,48.37910843,114.3622284,91.37467194,47.32270432,46.83795929,40.89128494,28.21180725,58.77553558,47.5114975,30.79709053,33.47216797,48.17297745,49.00597763,25.73110771,47.54610825,40.42251205,93.11078644,45.60974121,44.84920883,101.1234207,23.32559013,46.10023499,47.24078751,24.64704323,57.12015152,94.05484009,49.02524185,23.11588669,45.21118164,32.77347565,28.28930473,49.31679916,43.30067825,47.30625534,28.08742905,46.42448425,66.66930389,25.5376606,52.42248154,29.05528069,23.21683502,101.3143616,26.67341232,49.24249268,44.59415054,55.34627533,44.22682953,43.30817795,46.82871246,36.43761063,23.87899017,48.69681549,46.7183075,24.25406456,92.18997192,44.60521317,26.81661224,116.3099976,23.54000092,14.63000011,17.15239906,12.27000046,11.86100006,77.77999878,12.25199986,15.14999962
7/19/2018,98.84593964,73.52422333,76.50074005,51.06278229,105.4066696,72.56018066,73.79359436,105.7768173,97.15539551,47.9256897,102.1837234,73.67803192,79.85033417,94.46121216,51.55873489,47.52679443,48.13026428,96.27898407,45.94364166,74.4203186,45.59685135,97.76914215,47.99387741,56.77706146,115.1700897,88.54814911,48.45638657,114.5819244,91.32350159,47.35130692,46.88419724,40.86182785,28.21180725,58.88834381,47.52544022,30.83409691,33.46946335,48.16352081,49.0378418,25.76803017,47.55558395,40.43108368,93.1765213,45.63765717,44.95841599,101.1234207,23.30857086,46.14815903,47.25963974,24.64704323,57.12015152,94.0821991,49.14133835,23.15236092,45.25812531,32.96092224,28.30848694,49.39236832,43.3188858,47.31567764,28.13059044,46.43376923,66.73923492,25.5839138,52.56542587,29.08365822,23.2812233,101.4461441,26.70944786,49.27504349,44.66696167,55.44061279,44.2829895,43.290802,46.8399353,36.46291733,23.73827744,48.68687057,46.77366638,24.25406456,92.06047821,44.65092087,26.76824379,115.8099976,23.45999908,14.42000008,17.14263535,12.22000027,11.79500008,76.62000275,12.20499992,14.90999985
7/20/2018,98.65099335,73.35742188,76.38223267,50.96992111,105.0965958,72.54161072,73.78417969,105.5227127,96.9969101,47.93030167,102.0249481,73.71247101,79.85033417,94.37425232,51.4174881,47.53626251,48.03676987,96.26002502,45.92482758,74.31016541,45.55999374,97.42605591,47.92822266,56.79603195,113.7570648,88.5578537,48.42456818,114.4290848,91.34909821,47.35130692,46.82870865,40.89970016,28.23051071,58.77553558,47.52820206,30.81559944,33.46946335,48.15407562,48.93312836,25.72188568,47.56507111,40.46542358,93.15773773,45.62835312,44.93288803,101.1234207,23.32559013,46.09063721,47.26906967,24.68128777,57.1373024,94.05484009,49.01132202,23.12500763,45.22055435,32.57667923,28.29889488,49.32624054,43.2369194,47.31567764,28.09222221,46.42448425,66.74798584,25.50066185,52.21702194,29.07419586,23.21683502,101.3708572,26.64638901,49.20793152,44.56687546,55.39346695,44.22682953,43.29949188,46.84367752,36.61474228,23.94055748,48.9354744,46.62601471,24.24440575,92.18997192,44.55036163,26.92302513,116.5599976,23.62000084,14.59000015,17.26954651,12.30000019,11.90799999,78.63999939,12.28899956,15.10000038
7/23/2018,98.30753326,73.12574005,76.11793518,50.82133865,104.677124,72.48589325,73.6897583,105.0239105,96.65196991,47.9164505,101.8474808,73.68662262,79.80239868,94.25255585,51.21034241,47.53626251,47.8872261,96.27898407,45.86836243,74.02568054,45.42179108,96.94950867,47.87195206,56.75807953,112.353447,88.54814911,48.34273529,114.1520691,91.34909821,47.32270432,46.67147827,40.87865829,28.21180725,58.58751297,47.53752136,30.75084686,33.48302841,48.16352081,48.75556946,25.63881874,47.56507111,40.45684052,93.02627563,45.61905289,44.74223328,101.1330261,23.32559013,46.07146454,47.26906967,24.66416931,57.14683533,93.7264328,48.88128281,23.07029152,45.13605881,32.2111702,28.28930473,49.17507935,43.11854172,47.32508087,28.01070213,46.43376923,66.67800903,25.38041878,51.87753677,29.09311485,23.19561958,101.1072998,26.49722862,49.17530823,44.46678925,55.26136017,44.1332016,43.23431015,46.85770798,36.60630417,23.92297173,48.74653244,46.46911621,24.24440575,92.13446808,44.41322708,26.83595467,116,23.5,14.47000027,17.3378849,12.25,11.82800007,78.95999908,12.22000027,14.97999954
7/24/2018,98.44677734,73.23695374,76.26377869,50.83991241,105.0054092,72.53233337,73.70864105,105.0803528,96.71721649,47.9256897,101.7914429,73.84158325,79.81197357,94.16563416,51.21034241,47.55047607,47.90591049,96.27898407,45.85895157,74.09909058,45.44022369,97.0161972,47.88132477,56.7296257,112.7396774,88.56752014,48.38819885,114.1616287,91.52817535,47.32270432,46.67147827,40.90812302,28.21180725,58.62511063,47.50031281,30.79709053,33.55081558,48.18243027,48.85572815,25.64804077,47.55558395,40.47401428,92.98873138,45.62835312,44.78144836,101.0945892,23.36813545,46.06188202,47.25963974,24.71552658,57.14683533,93.6990509,48.91843414,23.04293442,45.11728668,32.30489349,28.27971458,49.16563034,43.17317581,47.33449936,28.02509689,46.43376923,66.63433075,25.38967514,52.20808792,29.09311485,23.22328949,101.1355362,26.54242706,49.17530823,44.44858551,55.25193405,44.20809937,43.18649673,46.8530159,36.56413269,23.9317646,48.74653244,46.57062912,24.2598877,92.20846558,44.4453125,26.85530281,116.0400009,23.5,14.57999992,17.42574501,12.23999977,11.83500004,79.18000031,12.23499966,15.07999992
7/25/2018,98.45603943,73.23695374,76.2455368,50.83991241,105.1422195,72.52306366,73.6897583,105.0991669,96.75452423,47.9256897,101.8194733,73.97935486,79.78321075,95.00887299,51.21034241,47.55522156,47.90591049,96.27898407,45.86836243,74.06239319,45.46785736,96.94950867,47.88132477,56.7106514,112.5606995,88.5578537,48.42002106,114.1042862,91.68164825,47.30364609,46.68997574,40.95860672,28.22115898,58.56869507,47.53752136,30.80633926,33.6050415,48.19188309,48.9058075,25.68496323,47.55558395,40.49117279,93.04507446,45.62835312,44.80607224,101.0753784,23.38516235,46.03311539,47.28791809,24.73265076,57.1373024,93.71731567,48.90913391,23.05205727,45.09850311,32.24865723,28.27971458,49.13727951,43.17317581,47.32508087,27.99151421,46.45230865,66.97528076,25.40354347,52.29740524,29.09311485,23.23251534,101.1072998,26.5514679,49.16598511,44.4940834,55.24248886,44.17065048,43.32556152,46.8623848,36.52196121,24.19561768,48.96530914,46.63523102,24.2598877,92.18997192,44.47282791,26.97139359,116.6800003,23.63999939,14.68000031,17.65027618,12.31999969,11.92500019,80.23000336,12.30000019,15.18999958
7/26/2018,98.40036774,73.23695374,76.30024719,50.76563263,105.2425079,72.53233337,73.6897583,104.9956512,96.68924713,47.93030167,101.8287888,73.98791504,79.78321075,95.08711243,51.19151688,47.55522156,47.87788773,96.28847504,45.85895157,74.08992004,45.4310112,96.84464264,47.81567383,56.72013092,112.3440552,88.56752014,48.43821335,113.9896851,91.73279572,47.30364609,46.6807251,41.00069046,28.20244789,58.51229477,47.51425934,30.80633926,33.61860275,48.19188309,48.9194603,25.66650581,47.58404922,40.49974823,93.01689148,45.63765717,44.83345032,101.0657959,23.38516235,46.06188202,47.28791809,24.74976921,57.16590118,93.64432526,48.91843414,23.06116867,45.10788727,32.19241714,28.27971458,49.09950256,43.17317581,47.32508087,27.96274757,46.44304276,66.96653748,25.38041878,52.3956871,29.11203003,23.18639183,101.1072998,26.50626755,49.11940002,44.4940834,55.24248886,44.1332016,43.35859299,46.8623848,36.50508881,24.02850533,48.60731888,46.69062042,24.2598877,92.13446808,44.46365738,26.85530281,115.7699966,23.45999908,14.48999977,17.65027618,12.22999954,11.81299973,78.34999847,12.21000004,14.98999977
7/27/2018,98.47463226,73.21841431,76.4095993,50.80276108,105.3792801,72.55091858,73.70864105,105.1556702,96.70791626,47.9256897,101.8007736,73.96214294,79.79281616,95.25231171,51.26683807,47.55711746,47.90591049,96.32640076,45.86836243,74.13580322,45.49549866,96.99714661,47.79691696,56.73910141,112.5324478,88.58688354,48.4836731,114.1042862,91.68164825,47.31315613,46.6807251,41.05875778,28.20244789,58.58751297,47.51891708,30.80633926,33.61182785,48.22023392,48.95589828,25.66650581,47.58404922,40.48258209,93.08261871,45.62835312,44.84257889,101.1042023,23.37664032,46.01395035,47.28791809,24.78400993,57.16590118,93.79940033,48.91843414,23.04293442,45.09850311,32.24865723,28.27971458,49.13727951,43.1367569,47.34391403,27.9963131,46.45230865,66.97528076,25.40816498,52.50288773,29.10257339,23.18639183,101.2108459,26.5514679,49.16598511,44.51049423,55.20474625,44.17065048,43.42985916,46.88108826,36.37857437,24.11646271,48.69681549,46.72753906,24.2598877,92.09745026,44.52784729,26.88433075,115.8300018,23.45999908,14.56999969,17.59170341,12.22999954,11.81400013,79,12.21100044,15.07999992
7/30/2018,98.37251282,73.1350174,76.30935669,50.76563263,105.2333679,72.55091858,73.73696136,105.0991669,96.63332367,47.93030167,101.726059,73.98791504,79.79281616,94.98278809,51.25743484,47.57415009,47.87788773,96.33587646,45.90599823,74.07157898,45.46785736,96.8732605,47.79691696,56.74859619,112.146225,88.57719421,48.42910767,114.0661087,91.75837708,47.32270432,46.66222763,41.063797,28.23987389,58.57811356,47.54683304,30.81559944,33.63895035,48.20132065,48.9194603,25.65727043,47.57456207,40.52549744,93.11078644,45.67488861,44.81521225,101.0850143,23.39367104,46.03311539,47.30679321,24.80113983,57.17541504,93.75375366,48.76053619,23.05205727,45.05155182,32.12680054,28.28930473,49.12784195,43.12765121,47.35334015,27.9963131,46.50798798,66.88786316,25.40354347,52.3152771,29.12149048,23.18639183,101.1825943,26.57858467,49.19395447,44.4940834,55.18588257,44.17065048,43.44723129,46.88576889,36.41230774,24.14285088,48.71670151,46.76444244,24.2598877,92.23621368,44.48199081,26.87465858,115.6500015,23.44000053,14.57999992,17.68932915,12.22000027,11.75399971,78.69000244,12.19699955,15.07999992
7/31/2018,98.45603943,73.19062805,76.50074005,50.83061981,105.5616837,72.56946564,73.73696136,105.2591629,96.74520111,47.94417191,101.7820969,74.14290619,79.79281616,94.80893707,51.29507828,47.58363342,47.94330978,96.31690979,45.89658737,74.1725235,45.51394272,97.00669861,47.8625679,56.74859619,112.7585373,88.5965271,48.50640869,114.1233978,91.93745422,47.32270432,46.68997574,41.11429977,28.23987389,58.6157074,47.53752136,30.85260391,33.68639374,48.22023392,48.9923172,25.68496323,47.58404922,40.55983734,93.0920105,45.66557312,44.85168076,101.1138229,23.43621635,46.07146454,47.31622314,24.83538055,57.1849556,93.78118134,48.7791214,23.09764862,45.05155182,32.29551697,28.27971458,49.17507935,43.18228531,47.34391403,28.00590515,46.51727295,66.91410065,25.44054222,52.62795639,29.10257339,23.20484352,101.2578964,26.56051445,49.20326233,44.52965546,55.16700363,44.15193176,43.44025421,46.88108826,36.40387344,24.11646271,48.67692566,46.89365387,24.2598877,92.21772766,44.55535126,26.90367508,115.9899979,23.47999954,14.60999966,17.57217979,12.25,11.85200024,79.65000153,12.22999954,15.11999989
