,open,high,low,close,Adj Close,Volume,RESULT,bearish_harami,bullish_harami,dark_cloud_cover,doji,dragonfly_doji,hanging_man,gravestone_doji,bearish_engulfing,bullish_engulfing,hammer,morning_star,morning_star_doji,piercing_pattern,rain_drop,star,shooting_star,time
0,14748.919921875,14764.23046875,14746.4111328125,14762.734375,14762.734375,26711044,False,,,,False,False,,False,,,False,,,,,,,2021-08-04 09:30:00-04:00
1,14758.744140625,14769.572265625,14749.5458984375,14769.572265625,14769.572265625,55809870,False,False,False,False,False,False,,False,False,False,False,,,False,False,False,False,2021-08-04 09:32:00-04:00
2,14766.201171875,14766.5146484375,14750.6943359375,14756.75,14756.75,42884628,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-04 09:34:00-04:00
3,14758.283203125,14771.056640625,14758.283203125,14771.056640625,14771.056640625,40968840,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-04 09:36:00-04:00
4,14772.689453125,14776.1357421875,14769.171875,14770.0771484375,14770.0771484375,39868600,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-04 09:38:00-04:00
5,14770.849609375,14783.5751953125,14770.849609375,14776.5537109375,14776.5537109375,40956508,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-04 09:40:00-04:00
6,14775.59375,14775.59375,14768.673828125,14773.3564453125,14773.3564453125,33843162,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2021-08-04 09:42:00-04:00
7,14773.177734375,14787.2080078125,14773.177734375,14784.5615234375,14784.5615234375,32950038,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2021-08-04 09:44:00-04:00
8,14775.09765625,14775.09765625,14775.09765625,14775.09765625,14775.09765625,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-04 09:46:00-04:00
9,14774.626953125,14775.3056640625,14771.900390625,14775.3056640625,14775.3056640625,510277277,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2021-08-04 09:48:00-04:00
10,14772.8876953125,14778.892578125,14767.7392578125,14767.7392578125,14767.7392578125,48006312,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-04 09:50:00-04:00
11,14767.150390625,14769.16796875,14753.1875,14760.724609375,14760.724609375,38458882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-04 09:52:00-04:00
12,14762.6513671875,14766.095703125,14758.1201171875,14764.8515625,14764.8515625,37370400,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-04 09:54:00-04:00
13,14765.7626953125,14773.2529296875,14764.3603515625,14770.0400390625,14770.0400390625,35211201,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-04 09:56:00-04:00
14,14769.673828125,14776.533203125,14769.181640625,14775.271484375,14775.271484375,32578616,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-04 09:58:00-04:00
15,14776.5908203125,14778.4521484375,14766.234375,14768.486328125,14768.486328125,30367140,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2021-08-04 10:00:00-04:00
16,14768.970703125,14774.24609375,14762.0703125,14762.0703125,14762.0703125,31192018,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-04 10:02:00-04:00
17,14762.072265625,14765.583984375,14756.2216796875,14757.845703125,14757.845703125,27707621,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-04 10:04:00-04:00
18,14755.9931640625,14764.2587890625,14755.9931640625,14761.8896484375,14761.8896484375,27563683,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2021-08-04 10:06:00-04:00
19,14760.0703125,14770.8408203125,14760.0703125,14770.447265625,14770.447265625,27295473,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-04 10:08:00-04:00
20,14772.1806640625,14779.552734375,14769.849609375,14772.109375,14772.109375,28765236,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-04 10:10:00-04:00
21,14773.1376953125,14773.1376953125,14760.80859375,14764.96875,14764.96875,27546410,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-04 10:12:00-04:00
22,14767.1630859375,14769.05859375,14761.6689453125,14767.5107421875,14767.5107421875,34064456,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2021-08-04 10:14:00-04:00
23,14765.21484375,14767.7841796875,14763.7529296875,14766.0244140625,14766.0244140625,28320872,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-04 10:16:00-04:00
24,14766.63671875,14767.3671875,14763.458984375,14765.1611328125,14765.1611328125,24890668,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2021-08-04 10:18:00-04:00
