Datetime,open,high,low,close,Adj Close,Volume,candlestick_pattern,candlestick_match_count
2021-08-03 11:00:00-04:00,14624.6318359375,14637.15234375,14624.6318359375,14628.349609375,14628.349609375,41435000,CDLXSIDEGAP3METHODS_Bear,1.0
2021-08-03 11:05:00-04:00,14628.6259765625,14628.8642578125,14613.8779296875,14622.228515625,14622.228515625,38786000,CDLHAMMER_Bull,2.0
2021-08-03 11:10:00-04:00,14621.248046875,14626.9013671875,14602.7705078125,14605.5791015625,14605.5791015625,41159000,CDL3OUTSIDE_Bear,1.0
2021-08-03 11:15:00-04:00,14605.6181640625,14613.837890625,14597.9375,14597.9375,14597.9375,38946000,NO_PATTERN,0.0
2021-08-03 11:20:00-04:00,14598.4970703125,14605.7216796875,14597.310546875,14601.5927734375,14601.5927734375,34415000,NO_PATTERN,0.0
2021-08-03 11:25:00-04:00,14602.130859375,14614.6064453125,14586.345703125,14614.033203125,14614.033203125,39753000,CDLCLOSINGMARUBOZU_Bull,1.0
2021-08-03 11:30:00-04:00,14613.6474609375,14636.1064453125,14613.6474609375,14635.7314453125,14635.7314453125,36609000,,
2021-08-03 11:35:00-04:00,14635.87109375,14639.333984375,14635.083984375,14638.6435546875,14638.6435546875,36525000,,
2021-08-03 11:40:00-04:00,14638.1884765625,14685.181640625,14638.1884765625,14684.8349609375,14684.8349609375,40385000,,
2021-08-03 11:45:00-04:00,14684.2685546875,14698.85546875,14684.2685546875,14698.2705078125,14698.2705078125,39556000,,
2021-08-03 11:50:00-04:00,14699.6806640625,14707.2802734375,14694.8203125,14696.8271484375,14696.8271484375,32040000,NO_PATTERN,0.0
2021-08-03 11:55:00-04:00,14698.1748046875,14719.0078125,14698.1748046875,14717.2666015625,14717.2666015625,32512000,,
2021-08-03 12:00:00-04:00,14719.6220703125,14725.306640625,14717.048828125,14725.1435546875,14725.1435546875,38072000,CDLSHORTLINE_Bull,1.0
2021-08-03 12:05:00-04:00,14724.9951171875,14724.9951171875,14713.5205078125,14715.880859375,14715.880859375,28866000,CDLXSIDEGAP3METHODS_Bull,1.0
2021-08-03 12:10:00-04:00,14715.724609375,14716.1708984375,14709.900390625,14709.900390625,14709.900390625,27135000,CDLSHORTLINE_Bear,1.0
2021-08-03 12:15:00-04:00,14710.0634765625,14719.9189453125,14704.8310546875,14704.8310546875,14704.8310546875,33073000,NO_PATTERN,0.0
2021-08-03 12:20:00-04:00,14705.384765625,14707.82421875,14699.46484375,14699.5595703125,14699.5595703125,28937000,CDLIDENTICAL3CROWS_Bear,1.0
2021-08-03 12:25:00-04:00,14699.2060546875,14700.244140625,14695.796875,14699.3466796875,14699.3466796875,28903000,CDLRICKSHAWMAN_Bull,8.0
2021-08-03 12:30:00-04:00,14699.8642578125,14711.2822265625,14699.8642578125,14711.2822265625,14711.2822265625,28558000,CDLSHORTLINE_Bull,1.0
2021-08-03 12:35:00-04:00,14711.625,14720.625,14711.625,14719.4970703125,14719.4970703125,28469000,CDLSHORTLINE_Bull,1.0
2021-08-03 12:40:00-04:00,14719.6728515625,14720.5263671875,14708.4345703125,14711.251953125,14711.251953125,28117000,CDLBELTHOLD_Bear,2.0
2021-08-03 12:45:00-04:00,14710.943359375,14715.4736328125,14708.6416015625,14714.896484375,14714.896484375,27920000,NO_PATTERN,0.0
2021-08-03 12:50:00-04:00,14715.0751953125,14715.0751953125,14710.3193359375,14712.8525390625,14712.8525390625,24820000,NO_PATTERN,0.0
2021-08-03 12:55:00-04:00,14714.1298828125,14728.7900390625,14714.1298828125,14728.21484375,14728.21484375,29299000,,
2021-08-03 13:00:00-04:00,14728.5029296875,14735.099609375,14728.5029296875,14734.94921875,14734.94921875,31145000,CDLSHORTLINE_Bull,1.0
2021-08-03 13:05:00-04:00,14735.224609375,14741.1396484375,14735.2177734375,14738.6103515625,14738.6103515625,30690000,CDLADVANCEBLOCK_Bear,1.0
2021-08-03 13:10:00-04:00,14738.08203125,14738.185546875,14730.2568359375,14733.3232421875,14733.3232421875,31799000,CDLXSIDEGAP3METHODS_Bull,1.0
2021-08-03 13:15:00-04:00,14733.53515625,14739.689453125,14732.1806640625,14732.1806640625,14732.1806640625,37421000,NO_PATTERN,0.0
2021-08-03 13:20:00-04:00,14731.8251953125,14732.4228515625,14719.849609375,14722.1669921875,14722.1669921875,33768000,CDLBELTHOLD_Bear,1.0
2021-08-03 13:25:00-04:00,14721.81640625,14724.7529296875,14719.810546875,14721.7490234375,14721.7490234375,27833000,CDLMATCHINGLOW_Bull,7.0
2021-08-03 13:30:00-04:00,14722.47265625,14731.1044921875,14722.47265625,14730.4453125,14730.4453125,30080000,,
2021-08-03 13:35:00-04:00,14730.2177734375,14732.9287109375,14725.505859375,14727.3115234375,14727.3115234375,29350000,CDLHARAMI_Bear,1.0
2021-08-03 13:40:00-04:00,14727.1806640625,14727.681640625,14724.1064453125,14725.1181640625,14725.1181640625,29155000,CDLSHORTLINE_Bear,1.0
2021-08-03 13:45:00-04:00,14724.7509765625,14727.4423828125,14722.0830078125,14725.6572265625,14725.6572265625,30242000,CDLSPINNINGTOP_Bull,1.0
2021-08-03 13:50:00-04:00,14725.2978515625,14730.4345703125,14723.10546875,14730.4345703125,14730.4345703125,28444000,CDLCLOSINGMARUBOZU_Bull,1.0
2021-08-03 13:55:00-04:00,14730.64453125,14731.650390625,14725.0517578125,14726.4443359375,14726.4443359375,29063000,,
2021-08-03 14:00:00-04:00,14726.9169921875,14728.466796875,14708.337890625,14716.349609375,14716.349609375,36380000,NO_PATTERN,0.0
2021-08-03 14:05:00-04:00,14716.5185546875,14725.291015625,14715.27734375,14725.291015625,14725.291015625,25640000,,
2021-08-03 14:10:00-04:00,14725.0,14736.232421875,14725.0,14732.2548828125,14732.2548828125,28889000,CDLBELTHOLD_Bull,2.0
2021-08-03 14:15:00-04:00,14730.9013671875,14733.763671875,14727.4716796875,14732.89453125,14732.89453125,27809000,CDLADVANCEBLOCK_Bear,1.0
2021-08-03 14:20:00-04:00,14733.3056640625,14734.00390625,14728.9150390625,14728.9150390625,14728.9150390625,29082000,,
2021-08-03 14:25:00-04:00,14729.0283203125,14736.5068359375,14729.0283203125,14734.126953125,14734.126953125,31829000,CDLBELTHOLD_Bull,1.0
2021-08-03 14:30:00-04:00,14733.5,14736.322265625,14729.4736328125,14730.4189453125,14730.4189453125,30908000,CDLHARAMI_Bear,1.0
2021-08-03 14:35:00-04:00,14732.0322265625,14733.4951171875,14729.05078125,14731.9921875,14731.9921875,32481000,CDLRICKSHAWMAN_Bull,6.0
2021-08-03 14:40:00-04:00,14732.189453125,14737.9384765625,14730.64453125,14737.9384765625,14737.9384765625,29390000,,
2021-08-03 14:45:00-04:00,14738.2197265625,14738.9912109375,14721.76953125,14721.76953125,14721.76953125,34752000,,
2021-08-03 14:50:00-04:00,14722.939453125,14729.8017578125,14722.939453125,14728.7392578125,14728.7392578125,29915000,,
2021-08-03 14:55:00-04:00,14728.2421875,14736.4658203125,14728.2421875,14734.1708984375,14734.1708984375,30196000,CDLBELTHOLD_Bull,2.0
2021-08-03 15:00:00-04:00,14734.6884765625,14737.9765625,14733.53125,14736.66015625,14736.66015625,34566000,NO_PATTERN,0.0
2021-08-03 15:05:00-04:00,14736.2216796875,14746.02734375,14735.9150390625,14741.52734375,14741.52734375,40291000,CDLBELTHOLD_Bull,1.0
2021-08-03 15:10:00-04:00,14741.6494140625,14744.3125,14731.9951171875,14734.08984375,14734.08984375,42128000,CDLENGULFING_Bear,1.0
2021-08-03 15:15:00-04:00,14734.9501953125,14739.6904296875,14733.97265625,14738.318359375,14738.318359375,32102000,,
2021-08-03 15:20:00-04:00,14738.169921875,14743.572265625,14737.181640625,14743.572265625,14743.572265625,33943000,,
2021-08-03 15:25:00-04:00,14743.974609375,14751.0146484375,14743.4912109375,14747.166015625,14747.166015625,49617000,CDLSHOOTINGSTAR_Bear,1.0
2021-08-03 15:30:00-04:00,14746.5751953125,14754.2021484375,14746.5751953125,14754.0302734375,14754.0302734375,46698000,,
2021-08-03 15:35:00-04:00,14753.3818359375,14753.3818359375,14744.6845703125,14744.998046875,14744.998046875,49775000,,
2021-08-03 15:40:00-04:00,14745.3388671875,14749.28515625,14743.6103515625,14743.6103515625,14743.6103515625,52995000,NO_PATTERN,0.0
2021-08-03 15:45:00-04:00,14742.982421875,14746.42578125,14741.021484375,14741.578125,14741.578125,61954000,CDLINVERTEDHAMMER_Bull,1.0
2021-08-03 15:50:00-04:00,14747.005859375,14757.794921875,14741.400390625,14755.96484375,14755.96484375,86073000,NO_PATTERN,0.0
2021-08-03 15:55:00-04:00,14755.7060546875,14762.5986328125,14750.4296875,14762.5986328125,14762.5986328125,89759000,CDLCLOSINGMARUBOZU_Bull,1.0
2021-08-04 09:30:00-04:00,14748.919921875,14769.572265625,14746.4111328125,14758.4013671875,14758.4013671875,0,NO_PATTERN,0.0
2021-08-04 09:35:00-04:00,14755.021484375,14776.1357421875,14750.6943359375,14770.0771484375,14770.0771484375,100509084,NO_PATTERN,0.0
2021-08-04 09:40:00-04:00,14770.849609375,14783.5751953125,14768.673828125,14776.7236328125,14776.7236328125,90134834,NO_PATTERN,0.0
2021-08-04 09:45:00-04:00,14779.5078125,14787.2080078125,14771.900390625,14775.3056640625,14775.3056640625,73599966,NO_PATTERN,0.0
2021-08-04 09:50:00-04:00,14772.8876953125,14778.892578125,14753.1875,14759.9814453125,14759.9814453125,104997778,NO_PATTERN,0.0
2021-08-04 09:55:00-04:00,14761.681640625,14776.533203125,14758.1201171875,14775.271484375,14775.271484375,86627633,,
2021-08-04 10:00:00-04:00,14776.5908203125,14778.4521484375,14762.0703125,14765.0986328125,14765.0986328125,75416338,,
2021-08-04 10:05:00-04:00,14765.4287109375,14770.8408203125,14755.9931640625,14770.447265625,14770.447265625,68709597,CDLHARAMI_Bull,2.0
2021-08-04 10:10:00-04:00,14772.1806640625,14779.552734375,14760.80859375,14766.458984375,14766.458984375,74314475,NO_PATTERN,0.0
2021-08-04 10:15:00-04:00,14768.275390625,14769.05859375,14763.458984375,14765.1611328125,14765.1611328125,69273167,CDLSHORTLINE_Bear,1.0
2021-08-04 10:20:00-04:00,14763.8408203125,14763.8408203125,14750.6591796875,14753.8974609375,14753.8974609375,71627735,,
2021-08-04 10:25:00-04:00,14755.908203125,14765.5341796875,14749.4140625,14754.478515625,14754.478515625,67879000,CDLMATCHINGLOW_Bull,9.0
2021-08-04 10:30:00-04:00,14754.052734375,14754.23046875,14735.0673828125,14748.806640625,14748.806640625,66360000,CDLHAMMER_Bull,1.0
2021-08-04 10:35:00-04:00,14750.8251953125,14756.748046875,14746.9189453125,14746.9189453125,14746.9189453125,57184000,NO_PATTERN,0.0
2021-08-04 10:40:00-04:00,14747.611328125,14758.880859375,14746.0947265625,14755.3779296875,14755.3779296875,53209000,,
2021-08-04 10:45:00-04:00,14755.478515625,14768.78125,14754.353515625,14765.01171875,14765.01171875,53813000,,
2021-08-04 10:50:00-04:00,14765.7041015625,14766.1494140625,14755.0146484375,14755.140625,14755.140625,49904000,,
2021-08-04 10:55:00-04:00,14755.7666015625,14761.72265625,14751.623046875,14760.853515625,14760.853515625,48632000,CDLHARAMI_Bull,2.0
2021-08-04 11:00:00-04:00,14761.7275390625,14771.732421875,14761.3447265625,14770.2158203125,14770.2158203125,49599000,,
2021-08-04 11:05:00-04:00,14770.6240234375,14780.861328125,14768.5517578125,14777.943359375,14777.943359375,48162000,NO_PATTERN,0.0
2021-08-04 11:10:00-04:00,14778.3076171875,14781.03515625,14772.091796875,14773.3681640625,14773.3681640625,44276000,CDLSHORTLINE_Bear,1.0
2021-08-04 11:15:00-04:00,14772.8408203125,14774.6845703125,14765.9384765625,14765.9384765625,14765.9384765625,47388000,,
2021-08-04 11:20:00-04:00,14764.609375,14764.609375,14755.2685546875,14755.8486328125,14755.8486328125,46104000,,
2021-08-04 11:25:00-04:00,14756.7041015625,14759.5966796875,14751.197265625,14754.2421875,14754.2421875,45369000,CDLSPINNINGTOP_Bear,1.0
2021-08-04 11:30:00-04:00,14755.0048828125,14765.341796875,14755.0048828125,14765.341796875,14765.341796875,36009000,,
2021-08-04 11:35:00-04:00,14766.9580078125,14766.9580078125,14742.4150390625,14744.77734375,14744.77734375,51492000,CDLBELTHOLD_Bear,2.0
2021-08-04 11:40:00-04:00,14746.990234375,14749.783203125,14740.2734375,14743.4462890625,14743.4462890625,41006000,CDL3OUTSIDE_Bear,1.0
2021-08-04 11:45:00-04:00,14743.974609375,14757.8564453125,14743.974609375,14757.234375,14757.234375,39170000,,
2021-08-04 11:50:00-04:00,14757.3291015625,14764.474609375,14756.1025390625,14757.6728515625,14757.6728515625,37581000,CDLRICKSHAWMAN_Bull,6.0
2021-08-04 11:55:00-04:00,14760.0146484375,14767.9677734375,14760.0146484375,14766.5712890625,14766.5712890625,37687000,CDLSHORTLINE_Bull,1.0
2021-08-04 12:00:00-04:00,14766.3466796875,14767.4482421875,14759.34375,14761.8603515625,14761.8603515625,37973000,NO_PATTERN,0.0
2021-08-04 12:05:00-04:00,14761.5556640625,14767.7744140625,14759.609375,14767.7744140625,14767.7744140625,33846000,CDLENGULFING_Bull,1.0
2021-08-04 12:10:00-04:00,14767.5625,14776.115234375,14765.947265625,14771.552734375,14771.552734375,38297000,CDL3OUTSIDE_Bull,1.0
2021-08-04 12:15:00-04:00,14770.8447265625,14773.685546875,14768.115234375,14770.408203125,14770.408203125,29760000,CDLRICKSHAWMAN_Bull,5.0
2021-08-04 12:20:00-04:00,14770.2255859375,14771.4892578125,14766.853515625,14768.0673828125,14768.0673828125,31866000,,
2021-08-04 12:25:00-04:00,14768.2138671875,14773.314453125,14768.2138671875,14773.314453125,14773.314453125,37487000,CDLSHORTLINE_Bull,1.0
2021-08-04 12:30:00-04:00,14773.212890625,14776.6328125,14771.234375,14775.4296875,14775.4296875,33921000,CDLHIKKAKE_Bull,1.0
2021-08-04 12:35:00-04:00,14775.208984375,14776.451171875,14768.728515625,14773.154296875,14773.154296875,35029000,NO_PATTERN,0.0
2021-08-04 12:40:00-04:00,14774.046875,14774.046875,14763.462890625,14763.90234375,14763.90234375,31481000,,
2021-08-04 12:45:00-04:00,14764.2490234375,14774.94140625,14764.2490234375,14772.998046875,14772.998046875,32557000,CDLBELTHOLD_Bull,1.0
2021-08-04 12:50:00-04:00,14773.6630859375,14775.1767578125,14767.41015625,14771.8369140625,14771.8369140625,32605000,NO_PATTERN,0.0
2021-08-04 12:55:00-04:00,14772.5087890625,14776.626953125,14769.205078125,14776.173828125,14776.173828125,33542000,NO_PATTERN,0.0
2021-08-04 13:00:00-04:00,14776.755859375,14786.169921875,14776.755859375,14784.97265625,14784.97265625,27778000,,
2021-08-04 13:05:00-04:00,14784.908203125,14795.80859375,14784.908203125,14795.765625,14795.765625,30945000,,
2021-08-04 13:10:00-04:00,14796.916015625,14799.4462890625,14795.037109375,14797.48828125,14797.48828125,31460000,,
2021-08-04 13:15:00-04:00,14797.8447265625,14802.181640625,14793.2314453125,14802.181640625,14802.181640625,31600000,CDLHANGINGMAN_Bear,1.0
2021-08-04 13:20:00-04:00,14802.4658203125,14808.271484375,14802.4658203125,14806.5849609375,14806.5849609375,28484000,NO_PATTERN,0.0
2021-08-04 13:25:00-04:00,14806.6201171875,14806.6201171875,14798.6259765625,14798.8369140625,14798.8369140625,30642000,,
2021-08-04 13:30:00-04:00,14798.689453125,14802.0205078125,14791.4951171875,14792.220703125,14792.220703125,30848000,CDL3OUTSIDE_Bear,2.0
2021-08-04 13:35:00-04:00,14792.7421875,14792.89453125,14785.1357421875,14786.634765625,14786.634765625,35797000,CDLBELTHOLD_Bear,1.0
2021-08-04 13:40:00-04:00,14786.9755859375,14790.091796875,14785.80078125,14788.0634765625,14788.0634765625,29119000,CDLHARAMI_Bull,2.0
2021-08-04 13:45:00-04:00,14788.4521484375,14792.232421875,14787.24609375,14792.232421875,14792.232421875,30736000,,
2021-08-04 13:50:00-04:00,14792.2177734375,14796.841796875,14788.5859375,14796.669921875,14796.669921875,28478000,NO_PATTERN,0.0
2021-08-04 13:55:00-04:00,14797.11328125,14797.208984375,14793.19921875,14793.19921875,14793.19921875,34081000,CDLSHORTLINE_Bear,1.0
2021-08-04 14:00:00-04:00,14793.8896484375,14796.623046875,14791.1044921875,14795.1845703125,14795.1845703125,29656000,CDLSPINNINGTOP_Bull,1.0
2021-08-04 14:05:00-04:00,14796.203125,14801.6962890625,14794.9208984375,14798.849609375,14798.849609375,32247000,NO_PATTERN,0.0
2021-08-04 14:10:00-04:00,14799.00390625,14808.7119140625,14798.580078125,14808.7119140625,14808.7119140625,32387000,,
2021-08-04 14:15:00-04:00,14808.8447265625,14809.2177734375,14806.111328125,14806.111328125,14806.111328125,32009000,CDLSHORTLINE_Bear,1.0
2021-08-04 14:20:00-04:00,14805.9384765625,14811.119140625,14805.068359375,14809.5263671875,14809.5263671875,30668000,CDLENGULFING_Bull,1.0
2021-08-04 14:25:00-04:00,14809.380859375,14809.431640625,14802.583984375,14803.037109375,14803.037109375,33019000,,
2021-08-04 14:30:00-04:00,14803.2275390625,14806.6640625,14799.2548828125,14806.6279296875,14806.6279296875,36079000,CDLHARAMI_Bull,2.0
2021-08-04 14:35:00-04:00,14806.56640625,14812.341796875,14806.564453125,14810.6748046875,14810.6748046875,29693000,CDL3INSIDE_Bull,1.0
2021-08-04 14:40:00-04:00,14810.8818359375,14811.146484375,14803.2216796875,14804.5673828125,14804.5673828125,32397000,CDLBELTHOLD_Bear,2.0
2021-08-04 14:45:00-04:00,14804.4736328125,14805.1865234375,14792.5546875,14796.0849609375,14796.0849609375,33449000,CDL3OUTSIDE_Bear,1.0
2021-08-04 14:50:00-04:00,14795.767578125,14795.767578125,14790.873046875,14795.318359375,14795.318359375,28518000,CDLLONGLEGGEDDOJI_Bull,5.0
2021-08-04 14:55:00-04:00,14795.828125,14795.828125,14788.76171875,14792.287109375,14792.287109375,30901000,NO_PATTERN,0.0
2021-08-04 15:00:00-04:00,14791.740234375,14793.3505859375,14788.7373046875,14792.09375,14792.09375,29279000,CDLRICKSHAWMAN_Bull,5.0
2021-08-04 15:05:00-04:00,14792.0810546875,14793.671875,14786.1064453125,14786.1669921875,14786.1669921875,33153000,CDLCLOSINGMARUBOZU_Bear,1.0
2021-08-04 15:10:00-04:00,14787.005859375,14787.2421875,14777.46484375,14782.017578125,14782.017578125,30892000,CDLBELTHOLD_Bear,1.0
2021-08-04 15:15:00-04:00,14781.91796875,14781.91796875,14774.4296875,14774.4296875,14774.4296875,32154000,,
2021-08-04 15:20:00-04:00,14774.4599609375,14782.30859375,14774.1259765625,14779.9072265625,14779.9072265625,35125000,CDLBELTHOLD_Bull,1.0
2021-08-04 15:25:00-04:00,14779.8740234375,14783.8857421875,14779.685546875,14782.7275390625,14782.7275390625,40534000,CDLSHORTLINE_Bull,1.0
2021-08-04 15:30:00-04:00,14782.8115234375,14787.236328125,14778.7724609375,14786.501953125,14786.501953125,42870000,CDLHANGINGMAN_Bear,1.0
2021-08-04 15:35:00-04:00,14786.2568359375,14788.404296875,14784.6318359375,14786.3525390625,14786.3525390625,45828000,CDLRICKSHAWMAN_Bull,5.0
2021-08-04 15:40:00-04:00,14786.5234375,14794.615234375,14785.1396484375,14794.0234375,14794.0234375,47749000,,
2021-08-04 15:45:00-04:00,14794.0615234375,14794.5966796875,14789.5576171875,14792.65234375,14792.65234375,57057000,NO_PATTERN,0.0
2021-08-04 15:50:00-04:00,14797.2646484375,14798.8232421875,14791.7646484375,14798.8232421875,14798.8232421875,75298000,CDLHIKKAKE_Bear,2.0
2021-08-04 15:55:00-04:00,14796.0517578125,14796.1796875,14779.478515625,14779.478515625,14779.478515625,87805000,,
2021-08-05 09:30:00-04:00,14800.4970703125,14806.130859375,14778.1591796875,14805.2099609375,14805.2099609375,0,NO_PATTERN,0.0
2021-08-05 09:35:00-04:00,14808.2783203125,14815.5439453125,14804.5458984375,14807.9609375,14807.9609375,97832140,CDLRICKSHAWMAN_Bull,5.0
2021-08-05 09:40:00-04:00,14805.662109375,14817.90625,14803.40234375,14813.4638671875,14813.4638671875,85996950,CDLENGULFING_Bull,1.0
2021-08-05 09:45:00-04:00,14812.9306640625,14836.126953125,14811.537109375,14828.7568359375,14828.7568359375,80592062,CDL3OUTSIDE_Bull,1.0
2021-08-05 09:50:00-04:00,14828.2880859375,14838.42578125,14827.7158203125,14836.3759765625,14836.3759765625,75316892,,
2021-08-05 09:55:00-04:00,14835.9228515625,14840.4755859375,14828.2294921875,14840.431640625,14840.431640625,71246444,CDLHANGINGMAN_Bear,1.0
2021-08-05 10:00:00-04:00,14843.060546875,14846.658203125,14838.72265625,14840.4453125,14840.4453125,69678891,NO_PATTERN,0.0
2021-08-05 10:05:00-04:00,14839.6064453125,14840.42578125,14827.5751953125,14838.6376953125,14838.6376953125,66423407,CDLLONGLEGGEDDOJI_Bull,5.0
2021-08-05 10:10:00-04:00,14839.9833984375,14842.2431640625,14830.8271484375,14834.9384765625,14834.9384765625,57881103,CDLSHORTLINE_Bear,1.0
2021-08-05 10:15:00-04:00,14836.70703125,14841.14453125,14834.224609375,14841.14453125,14841.14453125,55158229,CDLSHORTLINE_Bull,1.0
2021-08-05 10:20:00-04:00,14841.1220703125,14841.4345703125,14823.6328125,14825.4384765625,14825.4384765625,56524523,,
2021-08-05 10:25:00-04:00,14826.244140625,14835.6083984375,14819.2021484375,14835.6083984375,14835.6083984375,52238338,CDLCLOSINGMARUBOZU_Bull,1.0
2021-08-05 10:30:00-04:00,14837.9345703125,14848.5361328125,14837.9345703125,14845.150390625,14845.150390625,56624000,NO_PATTERN,0.0
2021-08-05 10:35:00-04:00,14845.7529296875,14847.91796875,14841.6162109375,14841.6162109375,14841.6162109375,54326000,CDLSHORTLINE_Bear,1.0
2021-08-05 10:40:00-04:00,14842.208984375,14846.6044921875,14840.2421875,14845.46484375,14845.46484375,48087000,,
2021-08-05 10:45:00-04:00,14844.681640625,14851.4326171875,14844.3876953125,14850.2685546875,14850.2685546875,49133000,,
2021-08-05 10:50:00-04:00,14850.36328125,14865.5478515625,14850.1435546875,14863.8544921875,14863.8544921875,45817000,,
2021-08-05 10:55:00-04:00,14863.34765625,14865.5498046875,14858.572265625,14860.6845703125,14860.6845703125,43530000,CDLHARAMI_Bear,1.0
2021-08-05 11:00:00-04:00,14861.541015625,14877.080078125,14861.33203125,14876.7470703125,14876.7470703125,47681000,,
2021-08-05 11:05:00-04:00,14876.9658203125,14879.572265625,14876.20703125,14877.279296875,14877.279296875,47147000,CDLRICKSHAWMAN_Bull,8.0
2021-08-05 11:10:00-04:00,14877.3798828125,14877.439453125,14874.041015625,14876.53125,14876.53125,43166000,CDLLONGLEGGEDDOJI_Bull,6.0
2021-08-05 11:15:00-04:00,14876.58203125,14876.8720703125,14868.876953125,14870.224609375,14870.224609375,44855000,,
2021-08-05 11:20:00-04:00,14871.4873046875,14878.33203125,14871.4873046875,14878.33203125,14878.33203125,45649000,,
2021-08-05 11:25:00-04:00,14877.9658203125,14881.8798828125,14874.9208984375,14879.4833984375,14879.4833984375,42371000,CDLSPINNINGTOP_Bull,1.0
2021-08-05 11:30:00-04:00,14879.767578125,14888.4296875,14879.3525390625,14885.9384765625,14885.9384765625,42126000,CDLBELTHOLD_Bull,1.0
2021-08-05 11:35:00-04:00,14885.9697265625,14886.2412109375,14882.185546875,14882.185546875,14882.185546875,42505000,CDLSHORTLINE_Bear,1.0
2021-08-05 11:40:00-04:00,14880.787109375,14880.787109375,14871.6279296875,14872.146484375,14872.146484375,42334000,,
2021-08-05 11:45:00-04:00,14872.6787109375,14872.77734375,14869.0537109375,14870.0908203125,14870.0908203125,38734000,CDLSHORTLINE_Bear,1.0
2021-08-05 11:50:00-04:00,14870.451171875,14872.5947265625,14867.5546875,14872.5947265625,14872.5947265625,31611000,CDLHAMMER_Bull,1.0
2021-08-05 11:55:00-04:00,14870.83984375,14873.947265625,14869.310546875,14873.947265625,14873.947265625,39033000,NO_PATTERN,0.0
2021-08-05 12:00:00-04:00,14873.9296875,14874.462890625,14868.2685546875,14869.5029296875,14869.5029296875,36380000,CDLBELTHOLD_Bear,1.0
2021-08-05 12:05:00-04:00,14869.35546875,14877.8203125,14867.541015625,14876.3857421875,14876.3857421875,37658000,CDLENGULFING_Bull,1.0
2021-08-05 12:10:00-04:00,14876.41015625,14882.08984375,14875.857421875,14881.0498046875,14881.0498046875,30535000,CDL3OUTSIDE_Bull,2.0
2021-08-05 12:15:00-04:00,14881.1767578125,14881.4482421875,14876.6298828125,14879.076171875,14879.076171875,32047000,NO_PATTERN,0.0
2021-08-05 12:20:00-04:00,14878.646484375,14879.2763671875,14874.1630859375,14878.861328125,14878.861328125,30716000,CDLLONGLEGGEDDOJI_Bull,6.0
2021-08-05 12:25:00-04:00,14879.35546875,14879.955078125,14875.8291015625,14875.8291015625,14875.8291015625,31686000,,
2021-08-05 12:30:00-04:00,14875.94140625,14880.908203125,14875.45703125,14879.076171875,14879.076171875,30739000,NO_PATTERN,0.0
