Date,0,SPY Adj Close,AGG Adj Close,ACWI Adj Close,Weighted benchmark
2018-10-24,-0.04605663483416103,-0.030298465253215223,0.002584235757665976,-0.02768565976308912,-0.021631680658938102
2018-10-25,0.03388653565055237,0.01794062365882465,-0.0008590818594510496,0.01423699035249415,0.01121777591010511
2018-10-26,-0.016766924359218366,-0.017587642963508787,0.0022927174577576093,-0.013452116982516249,-0.010303150094461477
2018-10-29,-0.012344553092200145,-0.0055401339954505024,-0.0010480587865999702,-0.0065214254976729835,-0.005426752155458381
2018-10-30,0.01794267597204836,0.014818570731157221,-0.0014316948636887705,0.014321822086546199,0.011171118696499206
2018-10-31,0.021532671347215877,0.010680849819667104,-0.000477723663217966,0.011031007835653472,0.008729261535879185
2018-11-01,0.028414751825173466,0.010641767924756573,0.0025264707118435314,0.013965610585752852,0.01167778261097099
2018-11-02,-0.0010789653628638287,-0.005922607366323662,-0.0029710411236643086,-0.0018648190116068442,-0.0020860634340183373
2018-11-05,-0.006440749900482214,0.005516516208922351,0.0006734751217349899,0.0030185707961054575,0.0025495516612313645
2018-11-06,0.0037814583812981373,0.006328124369588517,9.614597975104999e-05,0.004299154689780149,0.0034585529477743297
2018-11-07,0.02710419052939344,0.021408673691013735,0.0008641596973710808,0.018264841276160793,0.01478470496040285
2018-11-08,-0.007938887195985482,-0.0018148128297929,-0.0018232924124137462,-0.008127946483493131,-0.006867015669277255
2018-11-09,-0.01607321480699843,-0.00976805200607933,0.0012499898988216351,-0.008477068949348743,-0.006531657179714667
2018-11-12,-0.03042455696331409,-0.01868538774504036,0.0016322067271887786,-0.018381107137433794,-0.014378444364509281
2018-11-13,0.002844171177696597,-0.001871068319339253,0.00038339863361103177,0.001451707638408628,0.0012380458374491089
2018-11-14,-0.009733123172220238,-0.006836559025847344,9.616223110842093e-05,-0.0036240080957872234,-0.0028799740304080944
2018-11-15,0.018567248304807996,0.010436294661435142,0.0012458797007817157,0.009601410684998868,0.007930304488155437
2018-11-16,-0.0007853293283764401,0.0026007923215478623,0.0016268211758272422,0.0025937626486207677,0.002400374354062063
2018-11-19,-0.036244806134579054,-0.016914348983229632,-9.571347058112689e-05,-0.015090566433213048,-0.012091595840686666
2018-11-20,-0.01743105976254615,-0.018506367768208132,-0.0003819070784017997,-0.01824032600523584,-0.014668642219869034
2018-11-21,0.012430364820778882,0.0034075598593217293,0.0006685107418789027,0.009215336023356002,0.0075059709670605825
2018-11-23,-0.0030048484138579835,-0.006678692611028936,-0.0002862663825851097,-0.006627500838053968,-0.0053592539469601965
2018-11-26,0.02239916954791921,0.01614425786757301,-0.00019128135643564637,0.014677841039507866,0.011704016560319165
2018-11-27,-0.0025623893837397106,0.003364379653669536,0.00028705889797753237,0.0011685852504457195,0.0009922799799520821
2018-11-28,0.03358343094195764,0.0230253146025039,0.0019105818207176828,0.02028627108508463,0.01661113323221124
2018-11-29,-0.0028078397316907942,-0.00218514713694562,0.00047675506224065245,-0.004148144164904055,-0.0032231643194751136
2018-11-30,0.008594293169901582,0.0060957650630428795,-0.00028596577583173133,0.0030162222968308505,0.0023557846822983342
