Datetime,open,high,low,close,Adj Close,Volume,candlestick_pattern,candlestick_match_count,signal
2021-08-10 14:00:00+08:00,26477.509765625,26493.4609375,26452.16015625,26482.439453125,26482.439453125,0,CDLXSIDEGAP3METHODS_Bear,3.0,Sell
2021-08-10 14:05:00+08:00,26481.05078125,26499.580078125,26471.240234375,26484.80078125,26484.80078125,0,CDLHIGHWAVE_Bull,2.0,Buy
2021-08-10 14:10:00+08:00,26482.669921875,26507.669921875,26482.23046875,26499.890625,26499.890625,0,CDLBELTHOLD_Bull,1.0,Buy
2021-08-10 14:15:00+08:00,26500.220703125,26522.91015625,26496.4609375,26510.939453125,26510.939453125,0,NO_PATTERN,0.0,None
2021-08-10 14:20:00+08:00,26510.83984375,26527.580078125,26500.390625,26527.580078125,26527.580078125,0,CDLCLOSINGMARUBOZU_Bull,1.0,Buy
2021-08-10 14:25:00+08:00,26526.529296875,26549.669921875,26518.779296875,26548.220703125,26548.220703125,0,CDLCLOSINGMARUBOZU_Bull,1.0,Buy
2021-08-10 14:30:00+08:00,26547.880859375,26584.08984375,26544.58984375,26584.08984375,26584.08984375,0,CDL3WHITESOLDIERS_Bull,4.0,Buy
2021-08-10 14:35:00+08:00,26586.220703125,26610.94921875,26583.109375,26595.240234375,26595.240234375,0,CDLADVANCEBLOCK_Bear,2.0,Sell
2021-08-10 14:40:00+08:00,26595.23046875,26599.349609375,26569.109375,26584.390625,26584.390625,0,CDLTASUKIGAP_Bull,1.0,Buy
2021-08-10 14:45:00+08:00,26583.44921875,26605.009765625,26564.98046875,26605.009765625,26605.009765625,0,CDLCLOSINGMARUBOZU_Bull,2.0,Buy
2021-08-10 14:50:00+08:00,26599.919921875,26609.630859375,26574.369140625,26597.330078125,26597.330078125,0,CDLRICKSHAWMAN_Bull,7.0,Buy
2021-08-10 14:55:00+08:00,26598.66015625,26604.91015625,26571.310546875,26595.26953125,26595.26953125,0,CDLSPINNINGTOP_Bear,1.0,Sell
2021-08-10 15:00:00+08:00,26594.23046875,26594.23046875,26559.779296875,26561.640625,26561.640625,0,CDLCLOSINGMARUBOZU_Bear,3.0,Sell
2021-08-10 15:05:00+08:00,26564.470703125,26570.5390625,26543.279296875,26561.470703125,26561.470703125,0,CDLMATCHINGLOW_Bull,6.0,Buy
2021-08-10 15:10:00+08:00,26559.990234375,26571.220703125,26549.4609375,26563.310546875,26563.310546875,0,CDLHIGHWAVE_Bull,2.0,Buy
2021-08-10 15:15:00+08:00,26563.01953125,26573.23046875,26551.669921875,26562.640625,26562.640625,0,CDLRICKSHAWMAN_Bull,5.0,Buy
2021-08-10 15:20:00+08:00,26565.669921875,26580.240234375,26548.529296875,26555.919921875,26555.919921875,0,NO_PATTERN,0.0,None
2021-08-10 15:25:00+08:00,26556.2890625,26577.830078125,26553.099609375,26567.859375,26567.859375,0,NO_PATTERN,0.0,None
2021-08-10 15:30:00+08:00,26567.94921875,26581.369140625,26560.859375,26577.44921875,26577.44921875,0,CDLHIKKAKE_Bear,1.0,Sell
2021-08-10 15:35:00+08:00,26577.7890625,26577.7890625,26543.69921875,26573.349609375,26573.349609375,0,NO_PATTERN,0.0,None
2021-08-10 15:40:00+08:00,26571.970703125,26571.970703125,26552.16015625,26554.720703125,26554.720703125,0,CDLCLOSINGMARUBOZU_Bear,3.0,Sell
2021-08-10 15:45:00+08:00,26554.380859375,26569.359375,26546.970703125,26564.05078125,26564.05078125,0,CDLHIKKAKE_Bull,1.0,Buy
2021-08-10 15:50:00+08:00,26564.609375,26588.3203125,26560.83984375,26588.0703125,26588.0703125,0,CDLCLOSINGMARUBOZU_Bull,2.0,Buy
2021-08-10 15:55:00+08:00,26582.3203125,26602.30078125,26582.3203125,26596.720703125,26596.720703125,0,CDLBELTHOLD_Bull,1.0,Buy
2021-08-10 16:00:00+08:00,26598.029296875,26598.029296875,26598.029296875,26598.029296875,26598.029296875,0,CDLDOJISTAR_Bear,2.0,Sell
2021-08-10 16:05:00+08:00,26598.029296875,26605.619140625,26598.029296875,26605.619140625,26605.619140625,0,NO_PATTERN,0.0,None
2021-08-11 09:30:00+08:00,26491.740234375,26584.30078125,26454.44921875,26546.119140625,26546.119140625,0,NO_PATTERN,0.0,None
2021-08-11 09:35:00+08:00,26550.640625,26633.849609375,26550.640625,26581.80078125,26581.80078125,0,CDLBELTHOLD_Bull,1.0,Buy
2021-08-11 09:40:00+08:00,26582.490234375,26635.05078125,26534.990234375,26615.669921875,26615.669921875,0,NO_PATTERN,0.0,None
2021-08-11 09:45:00+08:00,26616.740234375,26617.619140625,26545.169921875,26558.7890625,26558.7890625,0,CDLBELTHOLD_Bear,2.0,Sell
2021-08-11 09:50:00+08:00,26557.109375,26642.890625,26536.26953125,26642.890625,26642.890625,0,CDLCLOSINGMARUBOZU_Bull,2.0,Buy
2021-08-11 09:55:00+08:00,26640.6796875,26673.029296875,26602.830078125,26669.30078125,26669.30078125,0,CDL3OUTSIDE_Bull,2.0,Buy
2021-08-11 10:00:00+08:00,26672.310546875,26707.650390625,26634.41015625,26676.810546875,26676.810546875,0,CDLRICKSHAWMAN_Bull,6.0,Buy
2021-08-11 10:05:00+08:00,26680.5390625,26731.849609375,26669.609375,26730.400390625,26730.400390625,0,CDLCLOSINGMARUBOZU_Bull,1.0,Buy
2021-08-11 10:10:00+08:00,26732.189453125,26777.650390625,26732.189453125,26777.650390625,26777.650390625,0,CDLBELTHOLD_Bull,3.0,Buy
2021-08-11 10:15:00+08:00,26781.400390625,26810.94921875,26773.30078125,26784.98046875,26784.98046875,0,CDLRICKSHAWMAN_Bull,7.0,Buy
2021-08-11 10:20:00+08:00,26785.359375,26811.720703125,26769.529296875,26807.30078125,26807.30078125,0,NO_PATTERN,0.0,None
2021-08-11 10:25:00+08:00,26809.330078125,26822.470703125,26755.189453125,26759.75,26759.75,0,CDLCLOSINGMARUBOZU_Bear,2.0,Sell
2021-08-11 10:30:00+08:00,26757.80078125,26787.0390625,26722.390625,26728.240234375,26728.240234375,0,CDL3OUTSIDE_Bear,1.0,Sell
2021-08-11 10:35:00+08:00,26728.119140625,26751.69921875,26715.4609375,26748.98046875,26748.98046875,0,NO_PATTERN,0.0,None
2021-08-11 10:40:00+08:00,26750.650390625,26762.19921875,26731.2890625,26756.150390625,26756.150390625,0,CDLRICKSHAWMAN_Bull,7.0,Buy
2021-08-11 10:45:00+08:00,26757.220703125,26764.560546875,26721.66015625,26725.560546875,26725.560546875,0,CDLCLOSINGMARUBOZU_Bear,2.0,Sell
2021-08-11 10:50:00+08:00,26721.619140625,26721.619140625,26687.609375,26717.890625,26717.890625,0,CDLLONGLEGGEDDOJI_Bull,7.0,Buy
2021-08-11 10:55:00+08:00,26716.76953125,26751.73046875,26714.529296875,26728.619140625,26728.619140625,0,CDLENGULFING_Bull,1.0,Buy
2021-08-11 11:00:00+08:00,26730.400390625,26742.990234375,26724.169921875,26739.5,26739.5,0,CDL3OUTSIDE_Bull,1.0,Buy
2021-08-11 11:05:00+08:00,26738.880859375,26752.08984375,26725.80078125,26740.060546875,26740.060546875,0,CDLRICKSHAWMAN_Bull,6.0,Buy
2021-08-11 11:10:00+08:00,26739.33984375,26755.259765625,26728.150390625,26745.0,26745.0,0,CDLSPINNINGTOP_Bull,1.0,Buy
2021-08-11 11:15:00+08:00,26744.939453125,26755.0703125,26722.490234375,26739.650390625,26739.650390625,0,CDLSPINNINGTOP_Bear,1.0,Sell
2021-08-11 11:20:00+08:00,26740.5703125,26751.41015625,26707.4296875,26721.73046875,26721.73046875,0,CDLHIKKAKE_Bear,1.0,Sell
2021-08-11 11:25:00+08:00,26721.490234375,26721.490234375,26689.4609375,26699.580078125,26699.580078125,0,CDLBELTHOLD_Bear,1.0,Sell
2021-08-11 11:30:00+08:00,26701.890625,26722.80078125,26697.26953125,26720.720703125,26720.720703125,0,CDLCLOSINGMARUBOZU_Bull,1.0,Buy
2021-08-11 11:35:00+08:00,26718.400390625,26722.349609375,26702.830078125,26707.4296875,26707.4296875,0,CDLHARAMI_Bear,1.0,Sell
2021-08-11 11:40:00+08:00,26705.6796875,26707.470703125,26643.890625,26643.890625,26643.890625,0,CDLCLOSINGMARUBOZU_Bear,5.0,Sell
2021-08-11 11:45:00+08:00,26646.849609375,26658.529296875,26635.619140625,26656.220703125,26656.220703125,0,CDLHARAMI_Bull,2.0,Buy
2021-08-11 11:50:00+08:00,26657.0,26661.7109375,26643.119140625,26650.369140625,26650.369140625,0,NO_PATTERN,0.0,None
2021-08-11 11:55:00+08:00,26648.23046875,26664.75,26640.419921875,26662.150390625,26662.150390625,0,CDLENGULFING_Bull,1.0,Buy
2021-08-11 12:00:00+08:00,26661.0390625,26661.0390625,26661.0390625,26661.0390625,26661.0390625,0,CDLDOJI_Bull,1.0,Buy
2021-08-11 13:00:00+08:00,26656.91015625,26656.91015625,26629.330078125,26641.69921875,26641.69921875,0,CDLHIKKAKE_Bull,1.0,Buy
2021-08-11 13:05:00+08:00,26645.2109375,26676.4296875,26629.109375,26657.73046875,26657.73046875,0,CDLTASUKIGAP_Bear,2.0,Sell
2021-08-11 13:10:00+08:00,26654.369140625,26669.900390625,26632.810546875,26633.640625,26633.640625,0,CDLCLOSINGMARUBOZU_Bear,1.0,Sell
2021-08-11 13:15:00+08:00,26636.150390625,26652.259765625,26624.0,26634.060546875,26634.060546875,0,CDLMATCHINGLOW_Bull,10.0,Buy
2021-08-11 13:20:00+08:00,26631.0,26650.73046875,26620.94921875,26650.73046875,26650.73046875,0,CDLCLOSINGMARUBOZU_Bull,2.0,Buy
2021-08-11 13:25:00+08:00,26647.560546875,26661.9296875,26635.359375,26661.9296875,26661.9296875,0,CDL3OUTSIDE_Bull,1.0,Buy
2021-08-11 13:30:00+08:00,26663.859375,26676.5703125,26650.869140625,26659.009765625,26659.009765625,0,CDLSPINNINGTOP_Bear,1.0,Sell
2021-08-11 13:35:00+08:00,26660.830078125,26670.69921875,26649.509765625,26663.650390625,26663.650390625,0,CDLHIGHWAVE_Bull,2.0,Buy
2021-08-11 13:40:00+08:00,26665.099609375,26674.970703125,26659.560546875,26668.529296875,26668.529296875,0,CDLSPINNINGTOP_Bull,1.0,Buy
2021-08-11 13:45:00+08:00,26667.900390625,26670.830078125,26641.4609375,26649.080078125,26649.080078125,0,NO_PATTERN,0.0,None
2021-08-11 13:50:00+08:00,26649.44921875,26662.279296875,26635.779296875,26636.41015625,26636.41015625,0,CDLCLOSINGMARUBOZU_Bear,1.0,Sell
2021-08-11 13:55:00+08:00,26633.869140625,26639.419921875,26625.640625,26634.740234375,26634.740234375,0,CDLONNECK_Bear,7.0,Sell
2021-08-11 14:00:00+08:00,26634.9609375,26641.73046875,26626.849609375,26641.73046875,26641.73046875,0,CDLHANGINGMAN_Bear,1.0,Sell
2021-08-11 14:05:00+08:00,26642.689453125,26644.380859375,26630.220703125,26630.220703125,26630.220703125,0,CDLCLOSINGMARUBOZU_Bear,4.0,Sell
2021-08-11 14:10:00+08:00,26632.01953125,26638.560546875,26589.98046875,26594.890625,26594.890625,0,CDL3OUTSIDE_Bear,1.0,Sell
2021-08-11 14:15:00+08:00,26595.30078125,26600.849609375,26582.76953125,26586.580078125,26586.580078125,0,NO_PATTERN,0.0,None
2021-08-11 14:20:00+08:00,26587.390625,26600.599609375,26585.109375,26590.3203125,26590.3203125,0,NO_PATTERN,0.0,None
2021-08-11 14:25:00+08:00,26588.580078125,26615.6796875,26587.2109375,26606.330078125,26606.330078125,0,CDLBELTHOLD_Bull,2.0,Buy
2021-08-11 14:30:00+08:00,26608.830078125,26610.58984375,26590.330078125,26594.529296875,26594.529296875,0,CDLBELTHOLD_Bear,1.0,Sell
2021-08-11 14:35:00+08:00,26594.099609375,26601.80078125,26585.41015625,26595.01953125,26595.01953125,0,CDLRICKSHAWMAN_Bull,6.0,Buy
2021-08-11 14:40:00+08:00,26594.98046875,26598.939453125,26574.9609375,26589.259765625,26589.259765625,0,NO_PATTERN,0.0,None
2021-08-11 14:45:00+08:00,26588.01953125,26621.8203125,26588.0,26612.9609375,26612.9609375,0,CDLBELTHOLD_Bull,3.0,Buy
2021-08-11 14:50:00+08:00,26611.30078125,26617.23046875,26601.029296875,26613.060546875,26613.060546875,0,CDL3OUTSIDE_Bull,6.0,Buy
2021-08-11 14:55:00+08:00,26613.6796875,26624.0703125,26596.76953125,26624.0703125,26624.0703125,0,CDLHANGINGMAN_Bear,1.0,Sell
2021-08-11 15:00:00+08:00,26622.880859375,26654.5390625,26622.880859375,26650.859375,26650.859375,0,CDLBELTHOLD_Bull,1.0,Buy
2021-08-11 15:05:00+08:00,26650.0390625,26670.01953125,26641.220703125,26658.640625,26658.640625,0,CDLSPINNINGTOP_Bull,1.0,Buy
2021-08-11 15:10:00+08:00,26657.599609375,26672.2890625,26654.51953125,26658.099609375,26658.099609375,0,CDLRICKSHAWMAN_Bull,5.0,Buy
2021-08-11 15:15:00+08:00,26659.390625,26665.779296875,26643.650390625,26656.69921875,26656.69921875,0,CDLHIGHWAVE_Bear,3.0,Sell
2021-08-11 15:20:00+08:00,26656.05078125,26663.0390625,26648.689453125,26660.490234375,26660.490234375,0,CDLENGULFING_Bull,1.0,Buy
2021-08-11 15:25:00+08:00,26662.900390625,26662.900390625,26641.140625,26649.359375,26649.359375,0,CDLBELTHOLD_Bear,3.0,Sell
2021-08-11 15:30:00+08:00,26649.1796875,26657.0703125,26635.6796875,26641.259765625,26641.259765625,0,CDL3OUTSIDE_Bear,1.0,Sell
2021-08-11 15:35:00+08:00,26640.91015625,26646.58984375,26627.869140625,26634.4609375,26634.4609375,0,NO_PATTERN,0.0,None
2021-08-11 15:40:00+08:00,26635.2890625,26635.2890625,26620.44921875,26632.30078125,26632.30078125,0,NO_PATTERN,0.0,None
2021-08-11 15:45:00+08:00,26630.599609375,26638.4609375,26621.140625,26628.869140625,26628.869140625,0,CDLRICKSHAWMAN_Bull,5.0,Buy
2021-08-11 15:50:00+08:00,26629.189453125,26633.30078125,26614.279296875,26626.349609375,26626.349609375,0,CDLSPINNINGTOP_Bear,1.0,Sell
2021-08-11 15:55:00+08:00,26628.8203125,26630.599609375,26611.9609375,26622.529296875,26622.529296875,0,CDLBELTHOLD_Bear,1.0,Sell
2021-08-11 16:00:00+08:00,26617.189453125,26617.189453125,26617.189453125,26617.189453125,26617.189453125,0,CDLDOJISTAR_Bull,2.0,Buy
2021-08-11 16:05:00+08:00,26617.189453125,26660.16015625,26617.189453125,26660.16015625,26660.16015625,0,CDLMORNINGSTAR_Bull,5.0,Buy
2021-08-12 09:30:00+08:00,26623.76953125,26713.01953125,26606.900390625,26689.859375,26689.859375,0,NO_PATTERN,0.0,None
2021-08-12 09:35:00+08:00,26698.55078125,26713.240234375,26639.939453125,26655.080078125,26655.080078125,0,NO_PATTERN,0.0,None
2021-08-12 09:40:00+08:00,26660.560546875,26663.240234375,26569.759765625,26574.640625,26574.640625,0,CDLBELTHOLD_Bear,1.0,Sell
2021-08-12 09:45:00+08:00,26573.0703125,26599.5,26540.330078125,26571.0390625,26571.0390625,0,CDLRICKSHAWMAN_Bull,6.0,Buy
2021-08-12 09:50:00+08:00,26572.119140625,26621.4609375,26569.130859375,26586.69921875,26586.69921875,0,CDLXSIDEGAP3METHODS_Bear,1.0,Sell
2021-08-12 09:55:00+08:00,26587.51953125,26587.51953125,26543.759765625,26553.51953125,26553.51953125,0,CDLBELTHOLD_Bear,2.0,Sell
2021-08-12 10:00:00+08:00,26553.5,26629.029296875,26540.560546875,26629.029296875,26629.029296875,0,CDLCLOSINGMARUBOZU_Bull,2.0,Buy
2021-08-12 10:05:00+08:00,26624.41015625,26657.330078125,26609.970703125,26627.650390625,26627.650390625,0,CDLRICKSHAWMAN_Bull,7.0,Buy
2021-08-12 10:10:00+08:00,26626.5703125,26635.4296875,26579.05078125,26604.98046875,26604.98046875,0,NO_PATTERN,0.0,None
2021-08-12 10:15:00+08:00,26604.8203125,26606.900390625,26561.98046875,26597.5390625,26597.5390625,0,NO_PATTERN,0.0,None
2021-08-12 10:20:00+08:00,26597.1796875,26643.76953125,26592.689453125,26607.4296875,26607.4296875,0,CDLENGULFING_Bull,1.0,Buy
2021-08-12 10:25:00+08:00,26602.130859375,26634.25,26597.8203125,26627.08984375,26627.08984375,0,CDL3OUTSIDE_Bull,1.0,Buy
2021-08-12 10:30:00+08:00,26627.01953125,26639.490234375,26610.1796875,26626.779296875,26626.779296875,0,CDLRICKSHAWMAN_Bull,6.0,Buy
2021-08-12 10:35:00+08:00,26624.7109375,26656.0390625,26606.48046875,26652.01953125,26652.01953125,0,CDLCLOSINGMARUBOZU_Bull,2.0,Buy
2021-08-12 10:40:00+08:00,26651.94921875,26696.380859375,26649.58984375,26671.4296875,26671.4296875,0,CDL3OUTSIDE_Bull,1.0,Buy
2021-08-12 10:45:00+08:00,26672.689453125,26687.630859375,26660.73046875,26687.630859375,26687.630859375,0,CDLADVANCEBLOCK_Bear,1.0,Sell
2021-08-12 10:50:00+08:00,26687.55078125,26689.779296875,26643.330078125,26643.439453125,26643.439453125,0,CDLCLOSINGMARUBOZU_Bear,3.0,Sell
2021-08-12 10:55:00+08:00,26643.19921875,26650.689453125,26619.16015625,26629.779296875,26629.779296875,0,NO_PATTERN,0.0,None
2021-08-12 11:00:00+08:00,26631.119140625,26652.390625,26624.390625,26647.580078125,26647.580078125,0,CDLXSIDEGAP3METHODS_Bear,1.0,Sell
2021-08-12 11:05:00+08:00,26646.150390625,26687.400390625,26646.150390625,26659.689453125,26659.689453125,0,NO_PATTERN,0.0,None
2021-08-12 11:10:00+08:00,26658.279296875,26665.01953125,26632.259765625,26632.259765625,26632.259765625,0,CDLCLOSINGMARUBOZU_Bear,1.0,Sell
2021-08-12 11:15:00+08:00,26635.779296875,26637.880859375,26621.8203125,26622.33984375,26622.33984375,0,NO_PATTERN,0.0,None
2021-08-12 11:20:00+08:00,26623.83984375,26623.83984375,26597.080078125,26604.7109375,26604.7109375,0,CDLBELTHOLD_Bear,1.0,Sell
2021-08-12 11:25:00+08:00,26602.83984375,26619.279296875,26599.859375,26616.390625,26616.390625,0,NO_PATTERN,0.0,None
2021-08-12 11:30:00+08:00,26617.970703125,26617.970703125,26603.2109375,26611.41015625,26611.41015625,0,NO_PATTERN,0.0,None
2021-08-12 11:35:00+08:00,26610.470703125,26631.560546875,26610.08984375,26628.330078125,26628.330078125,0,CDLHIKKAKEMOD_Bear,3.0,Sell
2021-08-12 11:40:00+08:00,26629.98046875,26647.349609375,26625.669921875,26641.9609375,26641.9609375,0,CDL3OUTSIDE_Bull,1.0,Buy
2021-08-12 11:45:00+08:00,26644.650390625,26653.4609375,26636.220703125,26644.650390625,26644.650390625,0,CDLRICKSHAWMAN_Bull,5.0,Buy
2021-08-12 11:50:00+08:00,26642.58984375,26647.369140625,26623.390625,26623.4609375,26623.4609375,0,CDLCLOSINGMARUBOZU_Bear,1.0,Sell
2021-08-12 11:55:00+08:00,26625.669921875,26644.859375,26613.640625,26636.150390625,26636.150390625,0,CDLHARAMI_Bull,1.0,Buy
2021-08-12 12:00:00+08:00,26636.919921875,26636.919921875,26636.919921875,26636.919921875,26636.919921875,0,CDLDOJI_Bull,1.0,Buy
2021-08-12 13:00:00+08:00,26641.650390625,26641.650390625,26580.640625,26585.330078125,26585.330078125,0,CDLBELTHOLD_Bear,2.0,Sell
2021-08-12 13:05:00+08:00,26587.650390625,26602.91015625,26571.69921875,26600.939453125,26600.939453125,0,CDLHARAMI_Bull,1.0,Buy
2021-08-12 13:10:00+08:00,26601.470703125,26623.380859375,26598.5703125,26623.029296875,26623.029296875,0,CDLCLOSINGMARUBOZU_Bull,1.0,Buy
2021-08-12 13:15:00+08:00,26619.689453125,26628.94921875,26600.19921875,26608.08984375,26608.08984375,0,CDLHARAMI_Bear,1.0,Sell
2021-08-12 13:20:00+08:00,26607.060546875,26637.169921875,26604.099609375,26612.51953125,26612.51953125,0,NO_PATTERN,0.0,None
2021-08-12 13:25:00+08:00,26612.939453125,26623.5390625,26587.150390625,26587.720703125,26587.720703125,0,CDLCLOSINGMARUBOZU_Bear,2.0,Sell
2021-08-12 13:30:00+08:00,26588.330078125,26592.880859375,26565.349609375,26567.140625,26567.140625,0,CDL3OUTSIDE_Bear,2.0,Sell
2021-08-12 13:35:00+08:00,26567.560546875,26569.30078125,26515.869140625,26515.869140625,26515.869140625,0,CDL3BLACKCROWS_Bear,5.0,Sell
2021-08-12 13:40:00+08:00,26515.0703125,26519.9609375,26494.4609375,26501.01953125,26501.01953125,0,NO_PATTERN,0.0,None
2021-08-12 13:45:00+08:00,26500.349609375,26523.80078125,26500.349609375,26513.380859375,26513.380859375,0,NO_PATTERN,0.0,None
2021-08-12 13:50:00+08:00,26518.830078125,26539.19921875,26514.669921875,26519.76953125,26519.76953125,0,CDLLONGLEGGEDDOJI_Bull,4.0,Buy
2021-08-12 13:55:00+08:00,26521.830078125,26535.83984375,26517.189453125,26526.830078125,26526.830078125,0,NO_PATTERN,0.0,None
2021-08-12 14:00:00+08:00,26525.73046875,26538.51953125,26519.419921875,26532.580078125,26532.580078125,0,CDLHIKKAKE_Bear,1.0,Sell
2021-08-12 14:05:00+08:00,26533.619140625,26552.060546875,26525.69921875,26548.359375,26548.359375,0,NO_PATTERN,0.0,None
2021-08-12 14:10:00+08:00,26547.349609375,26562.140625,26545.640625,26562.140625,26562.140625,0,NO_PATTERN,0.0,None
2021-08-12 14:15:00+08:00,26563.080078125,26567.150390625,26534.41015625,26537.69921875,26537.69921875,0,CDLENGULFING_Bear,1.0,Sell
2021-08-12 14:20:00+08:00,26538.029296875,26546.9609375,26525.0,26527.080078125,26527.080078125,0,CDL3OUTSIDE_Bear,1.0,Sell
2021-08-12 14:25:00+08:00,26526.640625,26543.80078125,26526.640625,26534.05078125,26534.05078125,0,NO_PATTERN,0.0,None
2021-08-12 14:30:00+08:00,26533.849609375,26537.150390625,26521.9609375,26524.220703125,26524.220703125,0,CDLHIKKAKE_Bull,1.0,Buy
2021-08-12 14:35:00+08:00,26525.619140625,26527.380859375,26490.5703125,26497.560546875,26497.560546875,0,CDLBELTHOLD_Bear,1.0,Sell
2021-08-12 14:40:00+08:00,26496.51953125,26506.130859375,26489.849609375,26498.5390625,26498.5390625,0,CDLRICKSHAWMAN_Bull,5.0,Buy
2021-08-12 14:45:00+08:00,26498.75,26504.0390625,26460.140625,26469.009765625,26469.009765625,0,CDLENGULFING_Bear,1.0,Sell
2021-08-12 14:50:00+08:00,26470.9296875,26483.73046875,26459.0,26481.94921875,26481.94921875,0,CDLHARAMI_Bull,1.0,Buy
2021-08-12 14:55:00+08:00,26482.259765625,26494.33984375,26459.05078125,26462.01953125,26462.01953125,0,CDLENGULFING_Bear,1.0,Sell
2021-08-12 15:00:00+08:00,26468.369140625,26473.109375,26434.970703125,26438.890625,26438.890625,0,CDL3OUTSIDE_Bear,1.0,Sell
2021-08-12 15:05:00+08:00,26434.58984375,26439.66015625,26426.94921875,26433.310546875,26433.310546875,0,CDLRICKSHAWMAN_Bull,6.0,Buy
2021-08-12 15:10:00+08:00,26435.349609375,26442.359375,26416.849609375,26438.580078125,26438.580078125,0,CDLSPINNINGTOP_Bull,1.0,Buy
2021-08-12 15:15:00+08:00,26438.08984375,26442.23046875,26423.44921875,26427.109375,26427.109375,0,NO_PATTERN,0.0,None
2021-08-12 15:20:00+08:00,26430.2109375,26441.359375,26403.669921875,26405.5703125,26405.5703125,0,CDLCLOSINGMARUBOZU_Bear,2.0,Sell
2021-08-12 15:25:00+08:00,26401.69921875,26407.5703125,26385.44921875,26399.75,26399.75,0,CDLRICKSHAWMAN_Bull,6.0,Buy
2021-08-12 15:30:00+08:00,26400.640625,26418.919921875,26397.76953125,26413.80078125,26413.80078125,0,CDLXSIDEGAP3METHODS_Bear,1.0,Sell
2021-08-12 15:35:00+08:00,26411.740234375,26451.7890625,26411.1796875,26446.98046875,26446.98046875,0,CDLBELTHOLD_Bull,2.0,Buy
2021-08-12 15:40:00+08:00,26448.400390625,26459.880859375,26434.19921875,26444.279296875,26444.279296875,0,CDLHIGHWAVE_Bear,2.0,Sell
2021-08-12 15:45:00+08:00,26444.69921875,26450.359375,26431.970703125,26450.359375,26450.359375,0,NO_PATTERN,0.0,None
2021-08-12 15:50:00+08:00,26442.609375,26462.919921875,26441.640625,26459.16015625,26459.16015625,0,CDLBELTHOLD_Bull,1.0,Buy
2021-08-12 15:55:00+08:00,26456.890625,26474.310546875,26448.470703125,26466.609375,26466.609375,0,NO_PATTERN,0.0,None
2021-08-12 16:00:00+08:00,26467.83984375,26467.83984375,26467.83984375,26467.83984375,26467.83984375,0,CDLADVANCEBLOCK_Bear,2.0,Sell
2021-08-12 16:05:00+08:00,26467.83984375,26517.8203125,26467.83984375,26517.8203125,26517.8203125,0,CDLBELTHOLD_Bull,3.0,Buy
2021-08-13 09:30:00+08:00,26296.189453125,26345.58984375,26247.009765625,26297.2890625,26297.2890625,0,CDLRICKSHAWMAN_Bull,5.0,Buy
2021-08-13 09:35:00+08:00,26296.44921875,26349.23046875,26264.25,26339.779296875,26339.779296875,0,NO_PATTERN,0.0,None
2021-08-13 09:40:00+08:00,26340.23046875,26374.720703125,26323.720703125,26369.349609375,26369.349609375,0,NO_PATTERN,0.0,None
2021-08-13 09:45:00+08:00,26368.30078125,26412.419921875,26368.30078125,26385.640625,26385.640625,0,NO_PATTERN,0.0,None
2021-08-13 09:50:00+08:00,26390.109375,26399.939453125,26365.859375,26385.029296875,26385.029296875,0,CDLSPINNINGTOP_Bear,1.0,Sell
2021-08-13 09:55:00+08:00,26385.080078125,26385.779296875,26362.470703125,26383.7109375,26383.7109375,0,CDLMATCHINGLOW_Bull,5.0,Buy
2021-08-13 10:00:00+08:00,26384.380859375,26413.080078125,26371.029296875,26395.69921875,26395.69921875,0,CDLSPINNINGTOP_Bull,1.0,Buy
2021-08-13 10:05:00+08:00,26396.029296875,26445.19921875,26396.029296875,26432.890625,26432.890625,0,CDLBELTHOLD_Bull,1.0,Buy
2021-08-13 10:10:00+08:00,26432.2890625,26468.580078125,26424.630859375,26468.580078125,26468.580078125,0,CDLCLOSINGMARUBOZU_Bull,1.0,Buy
2021-08-13 10:15:00+08:00,26470.05078125,26513.169921875,26464.5390625,26513.169921875,26513.169921875,0,CDLCLOSINGMARUBOZU_Bull,1.0,Buy
2021-08-13 10:20:00+08:00,26512.830078125,26521.94921875,26502.189453125,26514.91015625,26514.91015625,0,CDLRICKSHAWMAN_Bull,6.0,Buy
2021-08-13 10:25:00+08:00,26511.259765625,26521.130859375,26480.849609375,26480.849609375,26480.849609375,0,CDLCLOSINGMARUBOZU_Bear,1.0,Sell
2021-08-13 10:30:00+08:00,26484.41015625,26485.599609375,26429.419921875,26429.419921875,26429.419921875,0,CDLCLOSINGMARUBOZU_Bear,3.0,Sell
2021-08-13 10:35:00+08:00,26430.69921875,26470.01953125,26429.25,26468.849609375,26468.849609375,0,CDLBELTHOLD_Bull,3.0,Buy
2021-08-13 10:40:00+08:00,26470.9296875,26470.9296875,26391.41015625,26407.55078125,26407.55078125,0,CDLBELTHOLD_Bear,2.0,Sell
2021-08-13 10:45:00+08:00,26404.220703125,26407.669921875,26377.26953125,26381.390625,26381.390625,0,CDL3OUTSIDE_Bear,1.0,Sell
2021-08-13 10:50:00+08:00,26380.75,26382.30078125,26290.130859375,26291.41015625,26291.41015625,0,CDLCLOSINGMARUBOZU_Bear,3.0,Sell
2021-08-13 10:55:00+08:00,26284.7890625,26287.6796875,26218.55078125,26221.5,26221.5,0,CDLCLOSINGMARUBOZU_Bear,3.0,Sell
2021-08-13 11:00:00+08:00,26223.1796875,26273.939453125,26223.1796875,26255.98046875,26255.98046875,0,CDLHARAMI_Bull,1.0,Buy
